document_id,subject_str,predicate_org,predicate,object_str,text
30190031,A sensitive high-performance liquid chromatography ( HPLC ) method with diode array detection,was developed,be develope,for simultaneous quantification of these antimicrobial agents,A simple and sensitive high-performance liquid chromatography ( HPLC ) method with diode array detection ( DAD ) was developed and validated for simultaneous quantification of these antimicrobial agents .
30190031,A sensitive high-performance liquid chromatography ( HPLC ) method with diode array detection,was validated,be validate,for simultaneous quantification of these antimicrobial agents,A simple and sensitive high-performance liquid chromatography ( HPLC ) method with diode array detection ( DAD ) was developed and validated for simultaneous quantification of these antimicrobial agents .
30190031,A simple high-performance liquid chromatography ( HPLC ) method with diode array detection,was developed,be develope,for simultaneous quantification of these antimicrobial agents,A simple and sensitive high-performance liquid chromatography ( HPLC ) method with diode array detection ( DAD ) was developed and validated for simultaneous quantification of these antimicrobial agents .
30190031,A simple high-performance liquid chromatography ( HPLC ) method with diode array detection,was validated,be validate,for simultaneous quantification of these antimicrobial agents,A simple and sensitive high-performance liquid chromatography ( HPLC ) method with diode array detection ( DAD ) was developed and validated for simultaneous quantification of these antimicrobial agents .
30190032,The serum levels determined,can be used,can be use,as a valid basis for further therapy decisions then,The serum levels determined can then be used as a valid basis for further therapy decisions .
30190041,a sample amount of 250 µl serum,was spiked,be spike,with cefotaxime as an internal standard For sample preparation,For sample preparation a sample amount of 250 µl serum was spiked with cefotaxime as an internal standard .
30190051,protein,was precipitated,be precipitate,Afterwards,Afterwards protein was precipitated using acetonitrile/methanol ( 1:1 ) .
30190061,The supernatant,was transferred,be transfer,to HPLC,The supernatant was transferred to HPLC .
30190071,A Merck LiChrospher® 100 RP-18 ( 5 µm ) x 125 mm analytical column with a pH 2.2 phosphoric acid solution,was used,be use,for separation,A Merck LiChrospher® 100 RP-18 ( 5 µm ) x 125 mm analytical column with a gradient of acetonitrile and a pH 2.2 phosphoric acid solution was used for separation .
30190071,A Merck LiChrospher® 100 RP-18 ( 5 µm ) x 125 mm analytical column with a gradient of acetonitrile,was used,be use,for separation,A Merck LiChrospher® 100 RP-18 ( 5 µm ) x 125 mm analytical column with a gradient of acetonitrile and a pH 2.2 phosphoric acid solution was used for separation .
30190081,Peaks of interest,were detected respectively,be detect respectively,at 240 nm,"Peaks of interest were detected via ultraviolet absorbance at 240 , 298 and 310 nm respectively ."
30190081,Peaks of interest,were detected respectively,be detect respectively,at 310 nm,"Peaks of interest were detected via ultraviolet absorbance at 240 , 298 and 310 nm respectively ."
30190081,Peaks of interest,were detected respectively,be detect respectively,at 298 nm,"Peaks of interest were detected via ultraviolet absorbance at 240 , 298 and 310 nm respectively ."
30190091,The method developed,shows,show,a linear correlation between concentration and response over a concentration range of 2.5 ( piperacillin : 6 ) to 200 µg/ml,The method developed shows a linear correlation between concentration and response over a concentration range of 2.5 ( piperacillin : 6 ) to 200 µg/ml for each antibiotic in the serum samples .
30190101,the method,to be too,to be too,accurate,Validation has demonstrated the method to be accurate and precise too .
30190101,Validation,has demonstrated,have demonstrate,the method to be accurate too,Validation has demonstrated the method to be accurate and precise too .
30190101,Validation,has demonstrated,have demonstrate,the method to be precise too,Validation has demonstrated the method to be accurate and precise too .
30190101,the method,to be too,to be too,precise,Validation has demonstrated the method to be accurate and precise too .
30190121,The method,is used,be use,in the pharmacy department of the German Army Hospital in Berlin for therapeutic drug monitoring ( TDM ) of beta-lactams in critically ill patients currently,The method is currently used in the pharmacy department of the German Army Hospital in Berlin for therapeutic drug monitoring ( TDM ) of beta-lactams in critically ill patients .
30200001,The frequency of bacterial infections,is increasing,be increase,worldwide due to the development of antibiotic resistance among pathogens,The frequency of bacterial infections for which antibiotics no longer work is increasing worldwide due to the development of antibiotic resistance among pathogens .
30200002,The frequency of bacterial infections,is increasing,be increase,worldwide due to the development of resistance in pathogens,The frequency of bacterial infections for which antibiotics are no longer effective is increasing worldwide due to the development of resistance in pathogens .
30200002,bacterial infections,are,be,antibiotics no longer effective,The frequency of bacterial infections for which antibiotics are no longer effective is increasing worldwide due to the development of resistance in pathogens .
30200011,"Research topics , in order",include,include,the development of new antibiotics,"Research topics , in order to counter this threat , include the development of new antibiotics , the reactivation of existing antibacterial agents and the finding of resistance-modifying properties of natural substances ."
30200011,"Research topics , in order",include,include,the finding of resistance-modifying properties of natural substances,"Research topics , in order to counter this threat , include the development of new antibiotics , the reactivation of existing antibacterial agents and the finding of resistance-modifying properties of natural substances ."
30200011,"Research topics , in order",include,include,the reactivation of existing antibacterial agents,"Research topics , in order to counter this threat , include the development of new antibiotics , the reactivation of existing antibacterial agents and the finding of resistance-modifying properties of natural substances ."
30200012,research,is being conducted,be be conduct,To counter this threat in addition to the development of new antibiotics and the reactivation of existing antibacterial agents - into the resistance-modifying properties of natural products,"To counter this threat , research is being conducted - in addition to the development of new antibiotics and the reactivation of existing antibacterial agents - into the resistance-modifying properties of natural products ."
30200021,the checkerboard microdilution method,was used,be use,to investigate how the essential oils from cloves ( Syzygium aromaticum ) combined with lysozyme amplify the effects of a carbapenem- ( imipenem ) against the bacterial pathogens In the present work,"In the present work , the checkerboard microdilution method was used to investigate how the essential oils from cloves ( Syzygium aromaticum ) and cinnamon ( Cinnamomum verum ) combined with lysozyme amplify the effects of a carbapenem- ( imipenem ) and an aminoglycoside-antibiotic ( gentamicin ) against the bacterial pathogens Pseudomonas aeruginosa and Klebsiella pneumoniae ."
30200021,the checkerboard microdilution method,was used,be use,to investigate how the essential oils from cinnamon ( Cinnamomum verum ) combined with lysozyme amplify the effects of a carbapenem- ( imipenem ) against the bacterial pathogens In the present work,"In the present work , the checkerboard microdilution method was used to investigate how the essential oils from cloves ( Syzygium aromaticum ) and cinnamon ( Cinnamomum verum ) combined with lysozyme amplify the effects of a carbapenem- ( imipenem ) and an aminoglycoside-antibiotic ( gentamicin ) against the bacterial pathogens Pseudomonas aeruginosa and Klebsiella pneumoniae ."
30200021,the checkerboard microdilution method,to investigate,to investigate,how the essential oils from cloves ( Syzygium aromaticum ) combined with lysozyme amplify the effects of a carbapenem- ( imipenem ) against the bacterial pathogens pneumoniae,"In the present work , the checkerboard microdilution method was used to investigate how the essential oils from cloves ( Syzygium aromaticum ) and cinnamon ( Cinnamomum verum ) combined with lysozyme amplify the effects of a carbapenem- ( imipenem ) and an aminoglycoside-antibiotic ( gentamicin ) against the bacterial pathogens Pseudomonas aeruginosa and Klebsiella pneumoniae ."
30200021,the checkerboard microdilution method,was used,be use,to investigate how the essential oils from cloves ( Syzygium aromaticum ) combined with lysozyme amplify the effects of a carbapenem- ( imipenem ) against the bacterial pathogens Klebsiella pneumoniae In the present work,"In the present work , the checkerboard microdilution method was used to investigate how the essential oils from cloves ( Syzygium aromaticum ) and cinnamon ( Cinnamomum verum ) combined with lysozyme amplify the effects of a carbapenem- ( imipenem ) and an aminoglycoside-antibiotic ( gentamicin ) against the bacterial pathogens Pseudomonas aeruginosa and Klebsiella pneumoniae ."
30200021,the checkerboard microdilution method,was used,be use,to investigate how the essential oils from cloves ( Syzygium aromaticum ) combined with lysozyme amplify the effects of an aminoglycoside-antibiotic ( gentamicin ) against the bacterial pathogens In the present work,"In the present work , the checkerboard microdilution method was used to investigate how the essential oils from cloves ( Syzygium aromaticum ) and cinnamon ( Cinnamomum verum ) combined with lysozyme amplify the effects of a carbapenem- ( imipenem ) and an aminoglycoside-antibiotic ( gentamicin ) against the bacterial pathogens Pseudomonas aeruginosa and Klebsiella pneumoniae ."
30200022,the checkerboard microdilution method,was used,be use,"to investigate how the essential oils from cloves ( Syzygium aromaticum ) combined with lysozyme enhance the effects of antibiotics from the carbapenems ( imipenem ) groups against the bacterial pathogens , respectively In the present work","In the present work , the checkerboard microdilution method was used to investigate how the essential oils from cloves ( Syzygium aromaticum ) and the bark of the cinnamon tree ( Cinnamomum verum ) combined with lysozyme enhance the effects of antibiotics from the carbapenems ( imipenem ) and aminoglycosides ( gentamicin ) groups against the bacterial pathogens Pseudomonas aeruginosa and Klebsiella pneumoniae , respectively ."
30200022,the checkerboard microdilution method,was used,be use,to investigate how the essential oils from the bark of the cinnamon tree ( Cinnamomum verum ) combined with lysozyme enhance the effects of antibiotics from the carbapenems ( imipenem ) groups against the bacterial pathogens In the present work,"In the present work , the checkerboard microdilution method was used to investigate how the essential oils from cloves ( Syzygium aromaticum ) and the bark of the cinnamon tree ( Cinnamomum verum ) combined with lysozyme enhance the effects of antibiotics from the carbapenems ( imipenem ) and aminoglycosides ( gentamicin ) groups against the bacterial pathogens Pseudomonas aeruginosa and Klebsiella pneumoniae , respectively ."
30200022,the checkerboard microdilution method,was used,be use,to investigate how the essential oils from cloves ( Syzygium aromaticum ) combined with lysozyme enhance the effects of antibiotics from the carbapenems ( imipenem ) groups against the bacterial pathogens respectively In the present work,"In the present work , the checkerboard microdilution method was used to investigate how the essential oils from cloves ( Syzygium aromaticum ) and the bark of the cinnamon tree ( Cinnamomum verum ) combined with lysozyme enhance the effects of antibiotics from the carbapenems ( imipenem ) and aminoglycosides ( gentamicin ) groups against the bacterial pathogens Pseudomonas aeruginosa and Klebsiella pneumoniae , respectively ."
30200022,the checkerboard microdilution method,to investigate,to investigate,how the essential oils from the bark of the cinnamon tree ( Cinnamomum verum ) combined with lysozyme enhance the effects of antibiotics from the carbapenems ( imipenem ) groups against the bacterial pathogens,"In the present work , the checkerboard microdilution method was used to investigate how the essential oils from cloves ( Syzygium aromaticum ) and the bark of the cinnamon tree ( Cinnamomum verum ) combined with lysozyme enhance the effects of antibiotics from the carbapenems ( imipenem ) and aminoglycosides ( gentamicin ) groups against the bacterial pathogens Pseudomonas aeruginosa and Klebsiella pneumoniae , respectively ."
30200022,the checkerboard microdilution method,was used,be use,"to investigate how the essential oils from the bark of the cinnamon tree ( Cinnamomum verum ) combined with lysozyme enhance the effects of antibiotics from the carbapenems ( imipenem ) groups against the bacterial pathogens , respectively In the present work","In the present work , the checkerboard microdilution method was used to investigate how the essential oils from cloves ( Syzygium aromaticum ) and the bark of the cinnamon tree ( Cinnamomum verum ) combined with lysozyme enhance the effects of antibiotics from the carbapenems ( imipenem ) and aminoglycosides ( gentamicin ) groups against the bacterial pathogens Pseudomonas aeruginosa and Klebsiella pneumoniae , respectively ."
30200031,the essential oils of both plant species,reduce,reduce,the minimum inhibitory concentrations of imipenem against multi-drug resistant clinical isolates of the two gram-negative bacterial species,The results indicate that the essential oils of both plant species reduce the minimum inhibitory concentrations of gentamicin and imipenem against multi-drug resistant clinical isolates of the two gram-negative bacterial species and thus significantly increase the antibiotic effects .
30200031,The results,indicate,indicate,that the essential oils of both plant species reduce the minimum inhibitory concentrations of imipenem against multi-drug resistant clinical isolates of the two gram-negative bacterial species,The results indicate that the essential oils of both plant species reduce the minimum inhibitory concentrations of gentamicin and imipenem against multi-drug resistant clinical isolates of the two gram-negative bacterial species and thus significantly increase the antibiotic effects .
30200031,the essential oils of both plant species,significantly increase,significantly increase,the antibiotic effects,The results indicate that the essential oils of both plant species reduce the minimum inhibitory concentrations of gentamicin and imipenem against multi-drug resistant clinical isolates of the two gram-negative bacterial species and thus significantly increase the antibiotic effects .
30200031,The results,indicate,indicate,that the essential oils of both plant species reduce the minimum inhibitory concentrations of gentamicin against multi-drug resistant clinical isolates of the two gram-negative bacterial species,The results indicate that the essential oils of both plant species reduce the minimum inhibitory concentrations of gentamicin and imipenem against multi-drug resistant clinical isolates of the two gram-negative bacterial species and thus significantly increase the antibiotic effects .
30200031,the essential oils of both plant species,reduce,reduce,the minimum inhibitory concentrations of gentamicin against multi-drug resistant clinical isolates of the two gram-negative bacterial species,The results indicate that the essential oils of both plant species reduce the minimum inhibitory concentrations of gentamicin and imipenem against multi-drug resistant clinical isolates of the two gram-negative bacterial species and thus significantly increase the antibiotic effects .
30200032,The results,show,show,that the essential oils of both plant species decrease the minimum inhibitory concentrations of imipenem against multidrug-resistant clinical isolates of the two Gram-negative bacterial species,"The results show that the essential oils of both plant species decrease the minimum inhibitory concentrations of gentamicin and imipenem against multidrug-resistant clinical isolates of the two Gram-negative bacterial species , thereby significantly enhancing antibiotic efficacy ."
30200032,the essential oils of both plant species,decrease,decrease,the minimum inhibitory concentrations of imipenem against multidrug-resistant clinical isolates of the two Gram-negative bacterial species,"The results show that the essential oils of both plant species decrease the minimum inhibitory concentrations of gentamicin and imipenem against multidrug-resistant clinical isolates of the two Gram-negative bacterial species , thereby significantly enhancing antibiotic efficacy ."
30200032,the essential oils of both plant species,significantly enhancing,significantly enhance,antibiotic efficacy,"The results show that the essential oils of both plant species decrease the minimum inhibitory concentrations of gentamicin and imipenem against multidrug-resistant clinical isolates of the two Gram-negative bacterial species , thereby significantly enhancing antibiotic efficacy ."
30200032,The results,show,show,that the essential oils of both plant species decrease the minimum inhibitory concentrations of gentamicin against multidrug-resistant clinical isolates of the two Gram-negative bacterial species,"The results show that the essential oils of both plant species decrease the minimum inhibitory concentrations of gentamicin and imipenem against multidrug-resistant clinical isolates of the two Gram-negative bacterial species , thereby significantly enhancing antibiotic efficacy ."
30200032,the essential oils of both plant species,decrease,decrease,the minimum inhibitory concentrations of gentamicin against multidrug-resistant clinical isolates of the two Gram-negative bacterial species,"The results show that the essential oils of both plant species decrease the minimum inhibitory concentrations of gentamicin and imipenem against multidrug-resistant clinical isolates of the two Gram-negative bacterial species , thereby significantly enhancing antibiotic efficacy ."
30200041,The observed potent resistance-modifying properties of the essential oils,favour,favour,further investigations of the phenylpropanoids as the main components of both oils in this context,The observed potent resistance-modifying properties of the essential oils favour further investigations of the phenylpropanoids as the main components of both oils and other natural substances in this context .
30200041,The observed potent resistance-modifying properties of the essential oils,favour,favour,further investigations of the phenylpropanoids as the main components of both other natural substances in this context,The observed potent resistance-modifying properties of the essential oils favour further investigations of the phenylpropanoids as the main components of both oils and other natural substances in this context .
30200042,The potent resistance-modifying properties of the essential oils,suggest,suggest,further investigation of phenylpropanoids as major components of both oils in this context is promising,The potent resistance-modifying properties of the essential oils suggest further investigation of phenylpropanoids as major components of both oils and other natural products in this context is promising .
30200042,The potent resistance-modifying properties of the essential oils,suggest,suggest,further investigation of phenylpropanoids as major components of both other natural products in this context is promising,The potent resistance-modifying properties of the essential oils suggest further investigation of phenylpropanoids as major components of both oils and other natural products in this context is promising .
30200042,further investigation of phenylpropanoids as major components of both oils in this context,is,be,promising,The potent resistance-modifying properties of the essential oils suggest further investigation of phenylpropanoids as major components of both oils and other natural products in this context is promising .
30200042,further investigation of phenylpropanoids as major components of both other natural products in this context,is,be,promising,The potent resistance-modifying properties of the essential oils suggest further investigation of phenylpropanoids as major components of both oils and other natural products in this context is promising .
30210001,substances,are,be,already available,"Due to lack of reliable therapy and insufficient available vaccines against SARS-CoV-2 , researchers are looking for promising and effective therapy in substances that are already available ."
30210001,researchers,are looking,be look,for effective therapy in substances,"Due to lack of reliable therapy and insufficient available vaccines against SARS-CoV-2 , researchers are looking for promising and effective therapy in substances that are already available ."
30210001,researchers,are looking,be look,for promising therapy in substances,"Due to lack of reliable therapy and insufficient available vaccines against SARS-CoV-2 , researchers are looking for promising and effective therapy in substances that are already available ."
30210002,research,is looking,be look,"for promising , effective substances","Since there is still no reliable therapy and not enough approved vaccines against SARS-CoV-2 , research is looking for promising , effective substances that are already available ."
30210002,"promising , effective substances",are,be,already available,"Since there is still no reliable therapy and not enough approved vaccines against SARS-CoV-2 , research is looking for promising , effective substances that are already available ."
30210011,The objective of the current study,is,be,to investigate whether the herbal preparation Cystus Pandalis® ( CPE ) has in vitro antiviral properties against SARS-CoV-2,The objective of the current study is to investigate whether the herbal preparation Cystus Pandalis® ( CPE ) has in vitro antiviral properties against SARS-CoV-2 .
30210011,the herbal preparation,has,have,in vitro antiviral properties,The objective of the current study is to investigate whether the herbal preparation Cystus Pandalis® ( CPE ) has in vitro antiviral properties against SARS-CoV-2 .
30210012,This study,will investigate,will investigate,whether the herbal preparation Cystus Pandalis® has in vitro antiviral properties against SARS-CoV-2,"This study will investigate whether the herbal preparation Cystus Pandalis® has in vitro antiviral properties against SARS-CoV-2 , as it has already been shown to be effective against several other viruses ."
30210012,the herbal preparation,has,have,in vitro antiviral properties against SARS-CoV-2,"This study will investigate whether the herbal preparation Cystus Pandalis® has in vitro antiviral properties against SARS-CoV-2 , as it has already been shown to be effective against several other viruses ."
30210012,it,to be,to be,antiviral properties against SARS-CoV-2 effective against several other viruses,"This study will investigate whether the herbal preparation Cystus Pandalis® has in vitro antiviral properties against SARS-CoV-2 , as it has already been shown to be effective against several other viruses ."
30210012,it,has been shown,have be show,effective against other viruses already,"This study will investigate whether the herbal preparation Cystus Pandalis® has in vitro antiviral properties against SARS-CoV-2 , as it has already been shown to be effective against several other viruses ."
30210021,CPE,to be,to be,effective against several other viruses,CPE has already proved to be effective against several other viruses .
30210021,CPE,has proved,have prove,already,CPE has already proved to be effective against several other viruses .
30210022,the reduction in infection rate,by comparing,by compare,foci-forming units,"At the Fraunhofer Institute for Cell Therapy and Immunology ( IZI ) , cell cultures were infected with SARS-CoV-2 using Cystus Pandalis® extract ( CPE ) , and the reduction in infection rate was evaluated by comparing foci-forming units ."
30210022,cell cultures,were infected,be infect,with SARS-CoV-2 At the Fraunhofer Institute for Cell Therapy,"At the Fraunhofer Institute for Cell Therapy and Immunology ( IZI ) , cell cultures were infected with SARS-CoV-2 using Cystus Pandalis® extract ( CPE ) , and the reduction in infection rate was evaluated by comparing foci-forming units ."
30210022,the reduction in infection rate,was evaluated,be evaluate,by comparing foci-forming units At the Fraunhofer Institute for Immunology,"At the Fraunhofer Institute for Cell Therapy and Immunology ( IZI ) , cell cultures were infected with SARS-CoV-2 using Cystus Pandalis® extract ( CPE ) , and the reduction in infection rate was evaluated by comparing foci-forming units ."
30210022,cell cultures,using,use,Cystus Pandalis® extract,"At the Fraunhofer Institute for Cell Therapy and Immunology ( IZI ) , cell cultures were infected with SARS-CoV-2 using Cystus Pandalis® extract ( CPE ) , and the reduction in infection rate was evaluated by comparing foci-forming units ."
30210022,cell cultures,were infected,be infect,with SARS-CoV-2 using Cystus Pandalis® At the Fraunhofer Institute for Immunology,"At the Fraunhofer Institute for Cell Therapy and Immunology ( IZI ) , cell cultures were infected with SARS-CoV-2 using Cystus Pandalis® extract ( CPE ) , and the reduction in infection rate was evaluated by comparing foci-forming units ."
30210031,cell cultures,treated,treat,with Cystus Pandalis® extract,"At the Fraunhofer Institute for Cell Therapy and Immunology ( IZI ) , cell cultures treated with Cystus Pandalis® extract were infected with SARS-CoV-2 , and the reduction in the infection rate was evaluated by comparing focus-forming units ."
30210031,the reduction in the infection rate,was evaluated,be evaluate,by comparing focus-forming units At the Fraunhofer Institute for Immunology,"At the Fraunhofer Institute for Cell Therapy and Immunology ( IZI ) , cell cultures treated with Cystus Pandalis® extract were infected with SARS-CoV-2 , and the reduction in the infection rate was evaluated by comparing focus-forming units ."
30210031,the reduction in the infection rate,was evaluated,be evaluate,by comparing focus-forming units At the Fraunhofer Institute for Cell Therapy,"At the Fraunhofer Institute for Cell Therapy and Immunology ( IZI ) , cell cultures treated with Cystus Pandalis® extract were infected with SARS-CoV-2 , and the reduction in the infection rate was evaluated by comparing focus-forming units ."
30210031,IZI ) cell cultures treated with Cystus Pandalis® extract,were infected,be infect,with SARS-CoV-2 At the Fraunhofer Institute for Immunology,"At the Fraunhofer Institute for Cell Therapy and Immunology ( IZI ) , cell cultures treated with Cystus Pandalis® extract were infected with SARS-CoV-2 , and the reduction in the infection rate was evaluated by comparing focus-forming units ."
30210031,( IZI ) cell cultures treated with Cystus Pandalis® extract,were infected,be infect,with SARS-CoV-2 At the Fraunhofer Institute for Cell Therapy,"At the Fraunhofer Institute for Cell Therapy and Immunology ( IZI ) , cell cultures treated with Cystus Pandalis® extract were infected with SARS-CoV-2 , and the reduction in the infection rate was evaluated by comparing focus-forming units ."
30210032,An almost complete reduction in infection rate by CPE,was observed,be observe,at concentrations greater than 15.6 µg/ml with a calculated EC50 of 1.94 µg/ml,An almost complete reduction in infection rate by CPE was observed at concentrations greater than 15.6 µg/ml with a calculated EC50 of 1.94 µg/ml .
30210041,An almost complete reduction in the CPE infection rate,was observed,be observe,at concentrations of greater than 15.6 µg/ml with a calculated EC50 ( mean effective concentration ) of 1.94 µg/ml,An almost complete reduction in the CPE infection rate was observed at concentrations of greater than 15.6 µg/ml with a calculated EC50 ( mean effective concentration ) of 1.94 µg/ml .
30210042,The mechanism of action of this extract,may be based,may be base,on the high polymer polyphenols,"The mechanism of action of this extract may be based on the high polymer polyphenols that coat certain viral epitopes , causing CPE to act as an entry inhibitor ."
30210042,the high polymer polyphenols,coat,coat,certain viral epitopes,"The mechanism of action of this extract may be based on the high polymer polyphenols that coat certain viral epitopes , causing CPE to act as an entry inhibitor ."
30210042,CPE,to act,to act,as an entry inhibitor,"The mechanism of action of this extract may be based on the high polymer polyphenols that coat certain viral epitopes , causing CPE to act as an entry inhibitor ."
30210042,"the high polymer polyphenols that ,",certain viral epitopes causing,certain viral epitope cause,CPE to act as an entry inhibitor,"The mechanism of action of this extract may be based on the high polymer polyphenols that coat certain viral epitopes , causing CPE to act as an entry inhibitor ."
30210051,The mechanism of action of this extract,may be based,may be base,on the highly polymeric polyphenols,"The mechanism of action of this extract may be based on the highly polymeric polyphenols that envelop certain viral epitopes , whereby CPE acts as an entry inhibitor ."
30210051,CPE,acts,act,as an entry inhibitor,"The mechanism of action of this extract may be based on the highly polymeric polyphenols that envelop certain viral epitopes , whereby CPE acts as an entry inhibitor ."
30210051,the highly polymeric polyphenols,envelop,envelop,"certain viral epitopes , whereby CPE acts as an entry inhibitor","The mechanism of action of this extract may be based on the highly polymeric polyphenols that envelop certain viral epitopes , whereby CPE acts as an entry inhibitor ."
30210052,it,to use,to use,CPE as prophylaxis against infections with SARS-CoV-2,"Due to the high in vitro activity , it seems reasonable to use CPE as prophylaxis against infections with SARS-CoV-2 ."
30210061,The high in vitro activity of CPE,to make,to make,it a reasonable candidate for prophylaxis against SARS-CoV-2,The high in vitro activity of CPE seems to make it a reasonable candidate for prophylaxis against SARS-CoV-2 .
30220001,Fruits from Apium graveolens,are used traditionally,be use traditionally,in European medicine for the treatment of uncomplicated urinary tract infections,Fruits from Apium graveolens ( celery ) are used traditionally in Persian and European medicine for the treatment of uncomplicated urinary tract infections .
30220001,Fruits from Apium graveolens,are used traditionally,be use traditionally,in Persian medicine for the treatment of uncomplicated urinary tract infections,Fruits from Apium graveolens ( celery ) are used traditionally in Persian and European medicine for the treatment of uncomplicated urinary tract infections .
30220002,The fruits of Apium graveolens L.,are used,be use,in traditional European medicine for the treatment of uncomplicated urinary tract infections,The fruits of Apium graveolens L. ( celery ) are used in traditional Persian and European medicine for the treatment of uncomplicated urinary tract infections ( UTI ) .
30220002,The fruits of Apium graveolens L.,are used,be use,in traditional Persian medicine for the treatment of uncomplicated urinary tract infections,The fruits of Apium graveolens L. ( celery ) are used in traditional Persian and European medicine for the treatment of uncomplicated urinary tract infections ( UTI ) .
30220011,No data,are,be,available on A. graveolens extract on the interplay between uropathogenic E. coli,No data are available on A. graveolens extract on the interplay between uropathogenic E. coli and the eukaryotic host cells and on quorum sensing of the bacteria .
30220011,No data,are,be,available on A. graveolens extract on the interplay between the eukaryotic host cells,No data are available on A. graveolens extract on the interplay between uropathogenic E. coli and the eukaryotic host cells and on quorum sensing of the bacteria .
30220011,No data,are,be,available on A. graveolens on sensing of the bacteria extract quorum,No data are available on A. graveolens extract on the interplay between uropathogenic E. coli and the eukaryotic host cells and on quorum sensing of the bacteria .
30220012,no data,investigating,investigate,the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bacterial quorum sensing,"To date , no data are available investigating the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder and kidney and bacterial quorum sensing ."
30220012,no data,investigating,investigate,the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder,"To date , no data are available investigating the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder and kidney and bacterial quorum sensing ."
30220012,no data,investigating,investigate,the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from kidney,"To date , no data are available investigating the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder and kidney and bacterial quorum sensing ."
30220012,no data,are,be,available investigating influence of corresponding drug extracts with regard To date,"To date , no data are available investigating the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder and kidney and bacterial quorum sensing ."
30220012,no data,are,be,available investigating influence of corresponding drug extracts with regard to To date,"To date , no data are available investigating the influence of corresponding drug extracts with regard to adhesion of uropathogenic E. coli to eukaryotic host cells from bladder and kidney and bacterial quorum sensing ."
30220021,The present study,aimed,aim,to characterize an anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays,The present study aimed to characterize an antiadhesive and anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays and to correlate these effects with in vivo data obtained by an animal infection model .
30220021,The present study,aimed,aim,to characterize an antiadhesive effect of a characterized A. graveolens extract by specific in vitro assays,The present study aimed to characterize an antiadhesive and anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays and to correlate these effects with in vivo data obtained by an animal infection model .
30220021,The present study,aimed to characterize,aim to characterize,an anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays,The present study aimed to characterize an antiadhesive and anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays and to correlate these effects with in vivo data obtained by an animal infection model .
30220021,The present study,aimed to characterize,aim to characterize,an antiadhesive effect of a characterized A. graveolens extract by specific in vitro assays,The present study aimed to characterize an antiadhesive and anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays and to correlate these effects with in vivo data obtained by an animal infection model .
30220021,The present study,aimed to,aim to,correlate these effects with in vivo data,The present study aimed to characterize an antiadhesive and anti quorum sensing effect of a characterized A. graveolens extract by specific in vitro assays and to correlate these effects with in vivo data obtained by an animal infection model .
30220022,A. graveolens,using,use,in vitro studies,The present studies describe a marked anti-adhesive and anti-quorum sensing effect of an extract of A. graveolens using in vitro studies and in vivo studies in the mouse infection model .
30220022,The present studies,describe,describe,a marked anti-adhesive effect of an extract of A. graveolens,The present studies describe a marked anti-adhesive and anti-quorum sensing effect of an extract of A. graveolens using in vitro studies and in vivo studies in the mouse infection model .
30220022,The present studies,describe,describe,a marked anti-quorum sensing effect of an extract of A. graveolens,The present studies describe a marked anti-adhesive and anti-quorum sensing effect of an extract of A. graveolens using in vitro studies and in vivo studies in the mouse infection model .
30220022,A. graveolens,using,use,in vivo studies in the mouse infection model,The present studies describe a marked anti-adhesive and anti-quorum sensing effect of an extract of A. graveolens using in vitro studies and in vivo studies in the mouse infection model .
30220022,A. graveolens,sensing using,sense use,in vivo studies in the mouse infection model,The present studies describe a marked anti-adhesive and anti-quorum sensing effect of an extract of A. graveolens using in vitro studies and in vivo studies in the mouse infection model .
30220031,"Hydroalcoholic extract CSE ( EtOH-water , 1:1 ) from A. graveolens fruits",was characterized,be characterize,by UHPLC/+ESI-QTOF-MS,"Hydroalcoholic extract CSE ( EtOH-water , 1:1 ) from A. graveolens fruits was characterized by UHPLC/+ESI-QTOF-MS and investigated on antiproliferative activity against UPEC ( strain NU14 ) and human T24 bladder cells ."
30220031,"Hydroalcoholic extract CSE ( EtOH-water , 1:1 ) from A. graveolens fruits",was investigated,be investigate,on antiproliferative activity against UPEC,"Hydroalcoholic extract CSE ( EtOH-water , 1:1 ) from A. graveolens fruits was characterized by UHPLC/+ESI-QTOF-MS and investigated on antiproliferative activity against UPEC ( strain NU14 ) and human T24 bladder cells ."
