document_id,subject_str,predicate_org,predicate,object_str,text
10050092,Weber 's name,is associated,be associate,with the state 's monopoly on the use of force,"Weber 's name is associated with the Protestantism-capitalism thesis , the principle of value judgment , the concept of charisma , the state 's monopoly on the use of force , and the distinction between ethics of conscience and ethics of responsibility ."
10050092,Weber 's name,is associated,be associate,with the distinction between ethics of conscience,"Weber 's name is associated with the Protestantism-capitalism thesis , the principle of value judgment , the concept of charisma , the state 's monopoly on the use of force , and the distinction between ethics of conscience and ethics of responsibility ."
10050101,Protestant Ethic,was,be,the earliest part in Weber 's broader consideration of world religions as he later examined the religions of India,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,Protestant Ethic,was,be,the earliest part in Weber 's broader consideration of world religions as he later examined the religions of China as Judaism,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,he,examined,examine,"the religions of China , as well as ancient Judaism , with particular regard to conditions of social stratification later","Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,he,examined,examine,"the religions of India , as well as ancient Judaism , with particular regard to their later","Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,he,examined,examine,"the religions of China , as well as ancient Judaism , with particular regard to their differing economic consequences later","Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050102,From his study of the `` redemptive medium of art,came,come,an erudite treatise on the sociology of music,From his study of the `` redemptive medium of art '' came an erudite treatise on the sociology of music .
10050111,an entity,successfully claims,successfully claim,a `` monopoly of the legitimate use of physical force within a given territory,"In another major work , `` Politics as a Vocation '' , Weber defined `` the state '' as an entity that successfully claims a `` monopoly of the legitimate use of physical force within a given territory '' ."
10050111,Weber,defined,define,the state In another major work,"In another major work , `` Politics as a Vocation '' , Weber defined `` the state '' as an entity that successfully claims a `` monopoly of the legitimate use of physical force within a given territory '' ."
10050112,he,expressed,express,himself,"Politics was not only his field of research , but as a class-conscious citizen and out of liberal conviction he also expressed himself in a committed manner on current political controversies of the Kaiserreich and the Weimar Republic ."
10050112,Politics,was not,be not,only his field of research,"Politics was not only his field of research , but as a class-conscious citizen and out of liberal conviction he also expressed himself in a committed manner on current political controversies of the Kaiserreich and the Weimar Republic ."
10050121,He,was,be,the first to categorise social authority into distinct forms : rational-legal,"He was the first to categorise social authority into distinct forms : charismatic , traditional , and rational-legal ."
10050121,He,was,be,the first to categorise social authority into distinct forms : charismatic,"He was the first to categorise social authority into distinct forms : charismatic , traditional , and rational-legal ."
10050121,the first,to categorise,to categorise,social authority into distinct forms : charismatic,"He was the first to categorise social authority into distinct forms : charismatic , traditional , and rational-legal ."
10050121,the first,to categorise,to categorise,social authority into distinct forms rational-legal,"He was the first to categorise social authority into distinct forms : charismatic , traditional , and rational-legal ."
10050121,He,was,be,the first to categorise social authority into distinct forms : traditional,"He was the first to categorise social authority into distinct forms : charismatic , traditional , and rational-legal ."
10050122,he,was crowned,be crown,one of the founding fathers of organizational sociology via a circuitous route of U.S. reception As an early theorist of bureaucracy,"As an early theorist of bureaucracy , he was crowned one of the founding fathers of organizational sociology via a circuitous route of U.S. reception ."
10050131,Weber 's analysis of bureaucracy,emphasized,emphasize,that modern institutions are increasingly based on rational-legal authority,Weber 's analysis of bureaucracy emphasized that modern institutions are increasingly based on rational-legal authority .
10050131,modern institutions,are increasingly based,be increasingly base,on rational-legal authority,Weber 's analysis of bureaucracy emphasized that modern institutions are increasingly based on rational-legal authority .
10050132,Marianne Weber,is wife of,be wife of,Max Weber,"Max Weber 's wife Marianne Weber was politically active as a women 's rights activist , wrote the first and for decades only biography of her husband after his death , and published some of his important works posthumously ."
10050132,Max Weber 's wife,published posthumously,publish posthumously,some of his important works,"Max Weber 's wife Marianne Weber was politically active as a women 's rights activist , wrote the first and for decades only biography of her husband after his death , and published some of his important works posthumously ."
10050132,Max Weber 's wife,was,be,politically active as a women 's rights,"Max Weber 's wife Marianne Weber was politically active as a women 's rights activist , wrote the first and for decades only biography of her husband after his death , and published some of his important works posthumously ."
10050132,Max Weber 's wife,wrote,write,the for decades only biography of her husband after his death,"Max Weber 's wife Marianne Weber was politically active as a women 's rights activist , wrote the first and for decades only biography of her husband after his death , and published some of his important works posthumously ."
10050132,Max Weber 's wife,wrote,write,the first biography of her husband after his death,"Max Weber 's wife Marianne Weber was politically active as a women 's rights activist , wrote the first and for decades only biography of her husband after his death , and published some of his important works posthumously ."
10050141,Weber,made,make,a variety of other contributions in economic history,"Weber made a variety of other contributions in economic history , theory , and methodology ."
10050141,Weber,made,make,a variety of other contributions in theory,"Weber made a variety of other contributions in economic history , theory , and methodology ."
10050141,Weber,made,make,a variety of other contributions in methodology,"Weber made a variety of other contributions in economic history , theory , and methodology ."
10050151,the critical theory,associated,associate,with the Frankfurt School,His analysis of modernity and rationalisation significantly influenced the critical theory associated with the Frankfurt School .
10050151,His analysis of rationalisation,significantly influenced,significantly influence,the critical theory associated with the Frankfurt School,His analysis of modernity and rationalisation significantly influenced the critical theory associated with the Frankfurt School .
10050151,His analysis of modernity,significantly influenced,significantly influence,the critical theory associated with the Frankfurt School,His analysis of modernity and rationalisation significantly influenced the critical theory associated with the Frankfurt School .
10050161,Weber,was,be,among the founders of the liberal German Democratic Party After the First World War,"After the First World War , Weber was among the founders of the liberal German Democratic Party ."
10050171,the committee,drafted,draft,the ill-fated democratic Weimar Constitution of 1919,He also ran unsuccessfully for a seat in parliament and served as advisor to the committee that drafted the ill-fated democratic Weimar Constitution of 1919 .
10050171,He,ran unsuccessfully,run unsuccessfully,for a seat in parliament,He also ran unsuccessfully for a seat in parliament and served as advisor to the committee that drafted the ill-fated democratic Weimar Constitution of 1919 .
10050171,He,served,serve,as advisor to the committee,He also ran unsuccessfully for a seat in parliament and served as advisor to the committee that drafted the ill-fated democratic Weimar Constitution of 1919 .
10050181,he,died,die,of pneumonia,"After contracting Spanish flu , he died of pneumonia in 1920 , aged 56 ."
