document id	subject	predicate	predicate lemmatized	object	confidence	sentence
20080061	the article	 tries to evaluate	  try to evaluate	the significance of the Austrian School within this network	0.78	Starting with giving an overview of the basic ideas of Hayek the article first outlines the neoliberal think tank scene on a broad scale , also in a historical perspective , and tries to evaluate the significance of the Austrian School within this network ; then it deals with the activities of the Hayek Institute and analyzes the connections with both national economic and political elites and a transnational neoliberal community .
20080061	it	 deals	  deal	with the activities of the Hayek Institute	0.72	Starting with giving an overview of the basic ideas of Hayek the article first outlines the neoliberal think tank scene on a broad scale , also in a historical perspective , and tries to evaluate the significance of the Austrian School within this network ; then it deals with the activities of the Hayek Institute and analyzes the connections with both national economic and political elites and a transnational neoliberal community .
20080061	the article	 tries to evaluate	  try to evaluate	the significance of the Austrian School within this network	0.78	Starting with giving an overview of the basic ideas of Hayek the article first outlines the neoliberal think tank scene on a broad scale , also in a historical perspective , and tries to evaluate the significance of the Austrian School within this network ; then it deals with the activities of the Hayek Institute and analyzes the connections with both national economic and political elites and a transnational neoliberal community .
20080061	it	 analyzes	  analyze	the connections with both national political elites then	0.22	Starting with giving an overview of the basic ideas of Hayek the article first outlines the neoliberal think tank scene on a broad scale , also in a historical perspective , and tries to evaluate the significance of the Austrian School within this network ; then it deals with the activities of the Hayek Institute and analyzes the connections with both national economic and political elites and a transnational neoliberal community .
20080061	the article	 tries	  try	to evaluate the significance of the Austrian School within this network Starting with an ideas Hayek	0.15	Starting with giving an overview of the basic ideas of Hayek the article first outlines the neoliberal think tank scene on a broad scale , also in a historical perspective , and tries to evaluate the significance of the Austrian School within this network ; then it deals with the activities of the Hayek Institute and analyzes the connections with both national economic and political elites and a transnational neoliberal community .
20080062	this article	 provides	  provide	a brief historical review of the formation of neoliberal networks first	0.95	Building on the main features of Hayek 's thinking , this article first provides a brief historical review of the formation of neoliberal networks , in which the 'Austrians ' also gained increasing importance .
20080062	the 'Austrians	 also gained	  also gain	increasing importance the formation of neoliberal networks	0.53	Building on the main features of Hayek 's thinking , this article first provides a brief historical review of the formation of neoliberal networks , in which the 'Austrians ' also gained increasing importance .
20080072	the Hayek Institute	 will be presented	  will be present	in more detail Then	1.00	Then the Hayek Institute will be presented in more detail .
20080082	it	 wants	  want		0.89	The focus of interest is on the questions of what it wants , what it does , and what networks and personnel connections exist with politics and business on the one hand , and with supranational communities of ideas on the other . ' (
20080082	The focus of interest	 is	  be	on the questions of what it wants	0.82	The focus of interest is on the questions of what it wants , what it does , and what networks and personnel connections exist with politics and business on the one hand , and with supranational communities of ideas on the other . ' (
20080082	it	 does	  doe		0.80	The focus of interest is on the questions of what it wants , what it does , and what networks and personnel connections exist with politics and business on the one hand , and with supranational communities of ideas on the other . ' (
20080082	The focus of interest	 is	  be	on the questions of what it does	0.63	The focus of interest is on the questions of what it wants , what it does , and what networks and personnel connections exist with politics and business on the one hand , and with supranational communities of ideas on the other . ' (
20080082	personnel connections	 exist	  exist	with supranational communities of ideas on the other	0.21	The focus of interest is on the questions of what it wants , what it does , and what networks and personnel connections exist with politics and business on the one hand , and with supranational communities of ideas on the other . ' (
20090001	the conclusion	 drawn	  draw	from this analysis for the further development of the concept of policy learning	0.95	This article deals with the role of policy learning for the genesis of Austrian art policy during the 1980ies and early 1990ies and seeks to utilise the conclusion drawn from this analysis for the further development of the concept of policy learning .
20090001	This article	 seeks	  seek	to utilise the conclusion	0.91	This article deals with the role of policy learning for the genesis of Austrian art policy during the 1980ies and early 1990ies and seeks to utilise the conclusion drawn from this analysis for the further development of the concept of policy learning .
20090001	This article	 seeks to utilise	  seek to utilise	the conclusion drawn from this analysis for the further development of the concept of policy learning	0.88	This article deals with the role of policy learning for the genesis of Austrian art policy during the 1980ies and early 1990ies and seeks to utilise the conclusion drawn from this analysis for the further development of the concept of policy learning .
20090001	This article	 deals	  deal	with the role of policy learning for the genesis of Austrian art policy during the 1980ies	0.73	This article deals with the role of policy learning for the genesis of Austrian art policy during the 1980ies and early 1990ies and seeks to utilise the conclusion drawn from this analysis for the further development of the concept of policy learning .
20090001	This article	 deals	  deal	with the role of policy learning for the genesis of Austrian art policy during the early 1990ies	0.47	This article deals with the role of policy learning for the genesis of Austrian art policy during the 1980ies and early 1990ies and seeks to utilise the conclusion drawn from this analysis for the further development of the concept of policy learning .
20090002	article	 seeks	  seek	to make findings in this regard useful for a further development of the conception of policy learning	0.81	'This article addresses the role of policy learning in the formation of Austrian reproductive technology policy during the 1980s and early 1990s and seeks to make findings in this regard useful for a further development of the conception of policy learning .
20090002	article	 seeks to make	  seek to make	findings in this regard useful for a further development of the conception of policy learning	0.71	'This article addresses the role of policy learning in the formation of Austrian reproductive technology policy during the 1980s and early 1990s and seeks to make findings in this regard useful for a further development of the conception of policy learning .
20090002	article	 addresses	  address	the role of policy learning in the formation of Austrian reproductive technology policy during the 1980s	0.54	'This article addresses the role of policy learning in the formation of Austrian reproductive technology policy during the 1980s and early 1990s and seeks to make findings in this regard useful for a further development of the conception of policy learning .
20090002	article	 addresses	  address	the role of policy learning in the formation of Austrian reproductive technology policy during early 1990s	0.52	'This article addresses the role of policy learning in the formation of Austrian reproductive technology policy during the 1980s and early 1990s and seeks to make findings in this regard useful for a further development of the conception of policy learning .
20090011	that learning	 mainly takes	  mainly take	place between discrete policies , rather than within the policy process	0.90	Three assumptions are examined : that political actors predominantly learn from experiences about policy outputs ; that a specific policy is to be understood as reaction to the challenges from an outside world ; and that learning mainly takes place between discrete policies , rather than within the policy process .
20090011	political actors	 predominantly learn	  predominantly learn	from experiences about policy outputs	0.86	Three assumptions are examined : that political actors predominantly learn from experiences about policy outputs ; that a specific policy is to be understood as reaction to the challenges from an outside world ; and that learning mainly takes place between discrete policies , rather than within the policy process .
20090011	Three assumptions	 are examined	  be examine		0.85	Three assumptions are examined : that political actors predominantly learn from experiences about policy outputs ; that a specific policy is to be understood as reaction to the challenges from an outside world ; and that learning mainly takes place between discrete policies , rather than within the policy process .
20090011	Three assumptions a specific policy	 to be understood	  to be understand	as reaction to the challenges from an outside world	0.40	Three assumptions are examined : that political actors predominantly learn from experiences about policy outputs ; that a specific policy is to be understood as reaction to the challenges from an outside world ; and that learning mainly takes place between discrete policies , rather than within the policy process .
20090011	Three assumptions a specific policy	 are examined is	  be examine be	understood as reaction to the challenges from an outside world	0.07	Three assumptions are examined : that political actors predominantly learn from experiences about policy outputs ; that a specific policy is to be understood as reaction to the challenges from an outside world ; and that learning mainly takes place between discrete policies , rather than within the policy process .
20090012	a particular policy	 should be seen	  should be see	as a response to the challenge of a world	0.94	Three assumptions of this conception are examined in more detail : that policy actors learn primarily from experience with policy effects ; that a particular policy should be seen as a response to the challenge of a world understood as external to policy ; and that learning occurs primarily between policies , but not within a policy process .
20090012	Three assumptions of this conception	 are examined	  be examine	in more detail	0.90	Three assumptions of this conception are examined in more detail : that policy actors learn primarily from experience with policy effects ; that a particular policy should be seen as a response to the challenge of a world understood as external to policy ; and that learning occurs primarily between policies , but not within a policy process .
20090012	the challenge of a world	 understood	  understand	as external to policy	0.87	Three assumptions of this conception are examined in more detail : that policy actors learn primarily from experience with policy effects ; that a particular policy should be seen as a response to the challenge of a world understood as external to policy ; and that learning occurs primarily between policies , but not within a policy process .
20090012	that policy actors	 learn primarily	  learn primarily	from experience with policy effects	0.77	Three assumptions of this conception are examined in more detail : that policy actors learn primarily from experience with policy effects ; that a particular policy should be seen as a response to the challenge of a world understood as external to policy ; and that learning occurs primarily between policies , but not within a policy process .
20090012	that learning	 occurs primarily	  occur primarily	between policies	0.71	Three assumptions of this conception are examined in more detail : that policy actors learn primarily from experience with policy effects ; that a particular policy should be seen as a response to the challenge of a world understood as external to policy ; and that learning occurs primarily between policies , but not within a policy process .
20090012	Three assumptions of this conception	 are examined	  be examine	in more detail	0.90	Three assumptions of this conception are examined in more detail : that policy actors learn primarily from experience with policy effects ; that a particular policy should be seen as a response to the challenge of a world understood as external to policy ; and that learning occurs primarily between policies , but not within a policy process .
20090012	that learning	 occurs primarily	  occur primarily	within a policy process	0.54	Three assumptions of this conception are examined in more detail : that policy actors learn primarily from experience with policy effects ; that a particular policy should be seen as a response to the challenge of a world understood as external to policy ; and that learning occurs primarily between policies , but not within a policy process .
20090021	The article	 shows	  show	that these assumptions only partly apply to the case of Austrian art policy , because due to the novelty oft art , a distinct policy field had to be developed beforehand	0.95	The article shows that these assumptions only partly apply to the case of Austrian art policy , because due to the novelty oft art , a distinct policy field had to be developed beforehand .
20090021	a distinct policy field	 to be developed	  to be develope	beforehand	0.94	The article shows that these assumptions only partly apply to the case of Austrian art policy , because due to the novelty oft art , a distinct policy field had to be developed beforehand .
20090021	these assumptions	 only partly apply	  only partly apply	to the case of Austrian art policy	0.81	The article shows that these assumptions only partly apply to the case of Austrian art policy , because due to the novelty oft art , a distinct policy field had to be developed beforehand .
20090022	the novelty of reproductive technologies	 meant	  mean	that a corresponding policy field had yet to emerge	0.93	The article shows that these assumptions apply only to a limited extent to the case of Austrian reproductive technology policy , since the novelty of reproductive technologies meant that a corresponding policy field had yet to emerge .
20090022	these assumptions	 apply	  apply	only to a limited extent to the case of Austrian reproductive technology policy	0.90	The article shows that these assumptions apply only to a limited extent to the case of Austrian reproductive technology policy , since the novelty of reproductive technologies meant that a corresponding policy field had yet to emerge .
20090022	a corresponding policy field	 had	  have	yet	0.87	The article shows that these assumptions apply only to a limited extent to the case of Austrian reproductive technology policy , since the novelty of reproductive technologies meant that a corresponding policy field had yet to emerge .
20090022	The article	 shows	  show	that these assumptions apply only to a limited extent to the of Austrian reproductive technology policy	0.45	The article shows that these assumptions apply only to a limited extent to the case of Austrian reproductive technology policy , since the novelty of reproductive technologies meant that a corresponding policy field had yet to emerge .
20090022	the novelty of reproductive technologies a corresponding policy field	 to emerge	  to emerge		0.32	The article shows that these assumptions apply only to a limited extent to the case of Austrian reproductive technology policy , since the novelty of reproductive technologies meant that a corresponding policy field had yet to emerge .
20090031	learning processes	 had	  have	an essential role for the policy making process	1.00	Nevertheless , it can be assumed that learning processes had an essential role for the policy making process .
20090031	it	 can be assumed	  can be assume	learning processes	0.24	Nevertheless , it can be assumed that learning processes had an essential role for the policy making process .
20090032	learning processes	 played	  play	an essential role in this process	1.00	Nevertheless , it can be assumed that learning processes played an essential role in this process .
20090032	it	 can be assumed	  can be assume		0.60	Nevertheless , it can be assumed that learning processes played an essential role in this process .
20090041	policy learning	 may also be based	  may also be base	on 'imagined ' experiences	0.91	It is concluded that policy learning does not necessarily need to be built on experiences actually made , but may also be based on 'imagined ' experiences .
20090041	experiences	 actually made	  actually make		0.89	It is concluded that policy learning does not necessarily need to be built on experiences actually made , but may also be based on 'imagined ' experiences .
20090041	It	 is concluded	  be conclude		0.48	It is concluded that policy learning does not necessarily need to be built on experiences actually made , but may also be based on 'imagined ' experiences .
20090041	It policy learning	 to be built	  to be build	on experiences	0.16	It is concluded that policy learning does not necessarily need to be built on experiences actually made , but may also be based on 'imagined ' experiences .
20090042	policy learning	 to be based	  to be base	on actual experiences	0.97	It is concluded that policy learning does not necessarily have to be based on actual experiences , but can also be based on 'imagined ' experiences .
20090042	policy learning	 can also be based	  can also be base	on 'imagined ' experiences	0.95	It is concluded that policy learning does not necessarily have to be based on actual experiences , but can also be based on 'imagined ' experiences .
20090042	It	 is concluded	  be conclude		0.56	It is concluded that policy learning does not necessarily have to be based on actual experiences , but can also be based on 'imagined ' experiences .
20090051	learning processes	 may also happen	  may also happen	in the translation of political actors ' core beliefs into policies	1.00	Furthermore , learning processes may also happen in the translation of political actors ' core beliefs into policies .
20090052	learning processes	 can also take	  can also take	place in the translation of basic beliefs of political actors into policies	0.99	Furthermore , learning processes can also take place in the translation of basic beliefs of political actors into policies .
20090061	learning processes	 also occur	  also occur	within the policy formulation process , rather than merely between discrete policies finally	0.99	And , finally , learning processes also occur within the policy formulation process , rather than merely between discrete policies .
20090062	learning processes	 take	  take	place Finally	0.72	Finally , learning processes take place not only between policies , but also within the policy formulation process . '' (
20100001	The co-ordination of employment policy through the European Union	 applies	  apply	just to some of many employment policy options	1.00	The co-ordination of employment policy through the European Union applies just to some of many employment policy options .
20100002	the employment policy options	 applied	  apply	in Europe	0.94	The coordination of employment policies via the Employment Guidelines and the National Action Plans remains limited to some of the employment policy options applied in Europe .
20100002	The coordination of employment policies via the National Action Plans	 remains	  remain	limited to some of the employment policy options	0.73	The coordination of employment policies via the Employment Guidelines and the National Action Plans remains limited to some of the employment policy options applied in Europe .
20100002	The coordination of employment policies via the National Action Plans	 limited	  limit	to some of the employment policy options	0.69	The coordination of employment policies via the Employment Guidelines and the National Action Plans remains limited to some of the employment policy options applied in Europe .
20100002	The coordination of employment policies via the Employment Guidelines	 remains	  remain	limited to some of the employment policy options	0.66	The coordination of employment policies via the Employment Guidelines and the National Action Plans remains limited to some of the employment policy options applied in Europe .
20100002	The coordination of employment policies via the Employment Guidelines	 limited	  limit	to some of the employment policy options	0.61	The coordination of employment policies via the Employment Guidelines and the National Action Plans remains limited to some of the employment policy options applied in Europe .
20100011	The National Action Plans for employment of Germany	 are compared	  be compare		0.38	The National Action Plans for employment of Germany and the United Kingdom are compared .
20100011	The National Action Plans for employment of the United Kingdom	 are compared	  be compare		0.38	The National Action Plans for employment of Germany and the United Kingdom are compared .
20100012	The texts of the 'National Action Plans ' of Germany	 show	  show	great similarity	0.52	The texts of the 'National Action Plans ' of Germany and the United Kingdom show great similarity .
20100012	The texts of the 'National Action Plans ' of the United Kingdom	 show	  show	great similarity	0.49	The texts of the 'National Action Plans ' of Germany and the United Kingdom show great similarity .
20100021	The article	 notes	  note	strong similarities in those texts	1.00	The article notes strong similarities in those texts .
20100022	The employment policies of the two countries	 remain	  remain	very different	0.96	The employment policies of the two countries , on the other hand , remain very different , as measurable and thus 'enforceable ' targets are almost completely missing .
20100022	measurable ' targets	 are	  be	almost completely missing	0.70	The employment policies of the two countries , on the other hand , remain very different , as measurable and thus 'enforceable ' targets are almost completely missing .
20100022	'enforceable ' targets	 are	  be	almost completely missing	0.62	The employment policies of the two countries , on the other hand , remain very different , as measurable and thus 'enforceable ' targets are almost completely missing .
20100022	measurable ' targets	 almost missing	  almost miss		0.47	The employment policies of the two countries , on the other hand , remain very different , as measurable and thus 'enforceable ' targets are almost completely missing .
20100022	'enforceable ' targets	 almost missing	  almost miss		0.42	The employment policies of the two countries , on the other hand , remain very different , as measurable and thus 'enforceable ' targets are almost completely missing .
20100031	The employment policy on the other hand	 is	  be	very different between the two states	1.00	The employment policy on the other hand is very different between the two states .
20100032	national employment policies	 did not need	  do not need	to be changed - even in areas for writing the 'National Action Plan ' texts	0.90	This in turn means that for writing the 'National Action Plan ' texts , national employment policies did not need to be changed - even in areas that are supposed to be explicitly coordinated by the NAPs .
20100032	This in turn	 means	  mean	that for writing the 'National Action Plan ' texts , national employment policies did not need to be changed - even in areas	0.78	This in turn means that for writing the 'National Action Plan ' texts , national employment policies did not need to be changed - even in areas that are supposed to be explicitly coordinated by the NAPs .
20100032	national employment policies	 to be changed	  to be change	areas	0.40	This in turn means that for writing the 'National Action Plan ' texts , national employment policies did not need to be changed - even in areas that are supposed to be explicitly coordinated by the NAPs .
20100032	areas	 supposed to be explicitly coordinated	  suppose to be explicitly coordinate	by the NAPs	0.30	This in turn means that for writing the 'National Action Plan ' texts , national employment policies did not need to be changed - even in areas that are supposed to be explicitly coordinated by the NAPs .
20100032	national employment policies	 to be are supposed	  to be be suppose	to be explicitly coordinated by the NAPs	0.30	This in turn means that for writing the 'National Action Plan ' texts , national employment policies did not need to be changed - even in areas that are supposed to be explicitly coordinated by the NAPs .
20100041	This contribution	 explains	  explain	this different relations with the character of the National Action Plans as texts	1.00	This contribution explains this different relations with the character of the National Action Plans as texts .
20100051	No relevant changes of employment policy	 have been	  have be	necessary to write them	0.98	No relevant changes of employment policy have been necessary to write them .
20110001	the academia	 turn	  turn	their attention to the National Democratic Party of Germany seldom anymore	0.28	Owing to the rapid rise of the Alternative for Germany ( AfD ) , the public and academia seldom turn their attention to the National Democratic Party of Germany ( NPD ) anymore .
20110001	the public	 turn	  turn	their attention to the National Democratic Party of Germany seldom anymore	0.25	Owing to the rapid rise of the Alternative for Germany ( AfD ) , the public and academia seldom turn their attention to the National Democratic Party of Germany ( NPD ) anymore .
20110002	the NPD	 is given	  be give	attention now rarely	0.96	Due to the rapid rise of the AfD , the NPD is now rarely given attention , both in public and in research .
20110011	the NPD	 has maintained	  have maintain	its electoral support	0.92	The fact that the NPD has maintained its electoral support and continues to be represented at the municipal level is frequently neglected , however .
20110011	the NPD	 continues	  continue	to be represented at the municipal level	0.90	The fact that the NPD has maintained its electoral support and continues to be represented at the municipal level is frequently neglected , however .
20110011	the NPD	 to be represented	  to be represent	at the municipal level	0.86	The fact that the NPD has maintained its electoral support and continues to be represented at the municipal level is frequently neglected , however .
20110011	The fact that the NPD has maintained its electoral support	 is neglected	  be neglect	frequently however	0.49	The fact that the NPD has maintained its electoral support and continues to be represented at the municipal level is frequently neglected , however .
20110011	The fact that the NPD continues to be represented at the municipal level	 is neglected	  be neglect	frequently however	0.44	The fact that the NPD has maintained its electoral support and continues to be represented at the municipal level is frequently neglected , however .
20110012	the NPD	 is represented	  be represent	at the municipal level still	0.99	However , it is often neglected that the NPD is still represented at the municipal level and is also successful electorally .
20110012	it	 is neglected	  be neglect	that the NPD is still represented at the municipal level often	0.71	However , it is often neglected that the NPD is still represented at the municipal level and is also successful electorally .
20110012	it	 is neglected	  be neglect	that the NPD is also successful electorally often	0.69	However , it is often neglected that the NPD is still represented at the municipal level and is also successful electorally .
20110012	the NPD	 is also electorally	  be also electorally	successful	0.58	However , it is often neglected that the NPD is still represented at the municipal level and is also successful electorally .
20110021	This	 does not apply though	  doe not apply though	to the same extent to all municipalities	0.91	This does not apply to the same extent to all municipalities , though .
20110022	it	 is not	  be not	equally successful everywhere	1.00	However , it is not equally successful everywhere .
20110031	the article	 analyzes	  analyze	the conditions of the NPD 's electoral success in Saxon municipalities in the 2013 German federal elections	1.00	Based on a most-similar-case-design , the article analyzes the conditions of the NPD 's electoral success in Saxon municipalities in the 2013 German federal elections .
20110032	this article	 examines	  examine	the conditions for the NPD 's success in Saxon municipalities in the 2013 federal election	0.99	On the basis of a most-similar-case-design , this article therefore examines the conditions for the NPD 's success in Saxon municipalities in the 2013 federal election .
20110041	the analysis	 tests	  test	14 hypotheses	1.00	Using macro data on 438 Saxon municipalities and applying spatial errors models , the analysis tests 14 hypotheses .
20110041	the analysis	 tests	  test	14 hypotheses applying spatial errors models	0.54	Using macro data on 438 Saxon municipalities and applying spatial errors models , the analysis tests 14 hypotheses .
20110042	14 hypotheses	 stemming	  stem	from three groups of explanatory factors	0.97	Using aggregate data from 438 Saxon municipalities and spatial error models , we test a total of 14 hypotheses stemming from three groups of explanatory factors : cultural demand-side , materialistic demand-side , and internal supply-side factors .
20110042	we	 test	  test	a total of 14 hypotheses	0.96	Using aggregate data from 438 Saxon municipalities and spatial error models , we test a total of 14 hypotheses stemming from three groups of explanatory factors : cultural demand-side , materialistic demand-side , and internal supply-side factors .
20110051	These hypotheses	 were derived	  be derive	from three groups of factors	1.00	These hypotheses were derived from three groups of factors : cultural demand-side , materialistic demand-side and internal supply-side variables .
20110052	the effect of materialistic community factors	 is conditioned	  be condition	by third-party variables	0.95	The empirical analyses show that cultural explanatory factors most strongly influence the NPD vote share , whereas the effect of materialistic community factors is conditioned by third-party variables .
20110052	cultural explanatory factors	 most strongly influence	  much strongly influence	the NPD vote share	0.95	The empirical analyses show that cultural explanatory factors most strongly influence the NPD vote share , whereas the effect of materialistic community factors is conditioned by third-party variables .
20110052	The empirical analyses	 show	  show	that cultural explanatory factors most strongly influence the NPD vote share , whereas the effect of materialistic community factors is conditioned by third-party variables	0.94	The empirical analyses show that cultural explanatory factors most strongly influence the NPD vote share , whereas the effect of materialistic community factors is conditioned by third-party variables .
20110061	the effect size of materialistic factors	 is conditioned	  be condition	by other variables	0.95	The results indicate that cultural factors have the strongest impact on the NPD 's electoral success in Saxon municipalities , whereas the effect size of materialistic factors is conditioned by other variables .
20110061	cultural factors	 have	  have	the strongest impact on the NPD 's electoral success in Saxon municipalities	0.95	The results indicate that cultural factors have the strongest impact on the NPD 's electoral success in Saxon municipalities , whereas the effect size of materialistic factors is conditioned by other variables .
20110061	The results	 indicate	  indicate	that cultural factors have the strongest impact on the NPD 's electoral success in Saxon municipalities , whereas the effect size of materialistic factors is conditioned by other variables	0.91	The results indicate that cultural factors have the strongest impact on the NPD 's electoral success in Saxon municipalities , whereas the effect size of materialistic factors is conditioned by other variables .
20110062	the NPD	 essentially benefits	  essentially benefit	from favorable community conditions	0.92	Overall , the results illustrate that the NPD essentially benefits from favorable community conditions and can only influence its own electoral success to a limited extent .
20110062	the results	 illustrate	  illustrate	that the NPD essentially benefits from favorable community conditions	0.84	Overall , the results illustrate that the NPD essentially benefits from favorable community conditions and can only influence its own electoral success to a limited extent .
20110062	the NPD	 essentially can only influence	  essentially can only influence	its own electoral success to a limited extent	0.60	Overall , the results illustrate that the NPD essentially benefits from favorable community conditions and can only influence its own electoral success to a limited extent .
20110071	the findings	 illustrate	  illustrate	that the NPD largely benefits from favorable contextual conditions at the municipal level	0.97	Overall , the findings illustrate that the NPD largely benefits from favorable contextual conditions at the municipal level .
20110071	the NPD	 largely benefits	  largely benefit	from favorable contextual conditions at the municipal level	0.97	Overall , the findings illustrate that the NPD largely benefits from favorable contextual conditions at the municipal level .
20110081	The party 's ability	 are	  be	limited however	0.78	The party 's ability to influence its electoral success itself are limited , however .
20120001	Jesko Fezer	 calls	  call	for a political attitude in design processes	1.00	Jesko Fezer calls for a political attitude in design processes .
20120002	Jesko Fezer	 calls	  call	for a political attitude in design	1.00	Jesko Fezer calls for a political attitude in design .
20120011	The degree of political design	 lies	  lie	in the hand of the designer	0.25	The degree and form of political design lies in the hand of the designer .
20120011	The form of political design	 lies	  lie	in the hand of the designer	0.32	The degree and form of political design lies in the hand of the designer .
20120012	The degree of political design	 is	  be	the responsibility of designers	0.26	The degree and form of political design is the responsibility of designers .
20120012	The form of political design	 is	  be	the responsibility of designers	0.26	The degree and form of political design is the responsibility of designers .
20120021	An awareness of goals	 must be created	  must be create	in order	0.42	An awareness of goals and values must be created in order to be able to oppose the current and forthcoming transformation processes .
20120021	An awareness of values	 must be created	  must be create	in order	0.41	An awareness of goals and values must be created in order to be able to oppose the current and forthcoming transformation processes .
20120022	He	 writes	  write	that an awareness of values must be established in order	0.43	He writes that an awareness of goals and values must be established in order to be able to counter the current and upcoming transformation processes .
20120022	an awareness of goals	 must be established	  must be establish	in order	0.39	He writes that an awareness of goals and values must be established in order to be able to counter the current and upcoming transformation processes .
20120022	an awareness of values	 must be established	  must be establish	in order	0.38	He writes that an awareness of goals and values must be established in order to be able to counter the current and upcoming transformation processes .
20120022	He	 writes	  write	that an awareness of goals must be established in order	0.26	He writes that an awareness of goals and values must be established in order to be able to counter the current and upcoming transformation processes .
20120031	Fezer	 pleads	  plead	for design in a political sense	0.93	Fezer pleads for design in a political sense : one that positions itself , locates itself in the conflicts , does not shy away from disputes and refers to attitudes in all spectra .
20120031	one that positions itself	 locates	  locate	itself in the conflicts	0.92	Fezer pleads for design in a political sense : one that positions itself , locates itself in the conflicts , does not shy away from disputes and refers to attitudes in all spectra .
20120031	one	 positions	  position	itself	0.86	Fezer pleads for design in a political sense : one that positions itself , locates itself in the conflicts , does not shy away from disputes and refers to attitudes in all spectra .
20120031	one that positions itself , locates itself in the conflicts	 refers	  refer	to attitudes in all spectra	0.84	Fezer pleads for design in a political sense : one that positions itself , locates itself in the conflicts , does not shy away from disputes and refers to attitudes in all spectra .
20120031	one that positions itself , locates itself in the conflicts	 does not shy	  doe not shy	away from disputes	0.79	Fezer pleads for design in a political sense : one that positions itself , locates itself in the conflicts , does not shy away from disputes and refers to attitudes in all spectra .
20120032	Fezer	 pleads	  plead	for a partisan design	0.92	Fezer pleads for a partisan design that positions itself , locates itself in the conflicts , does not shy away from confrontations and takes a stance in all spectrums .
20120032	a partisan design	 positions	  position	itself	0.91	Fezer pleads for a partisan design that positions itself , locates itself in the conflicts , does not shy away from confrontations and takes a stance in all spectrums .
20120032	a partisan design	 locates	  locate	itself in the conflicts	0.88	Fezer pleads for a partisan design that positions itself , locates itself in the conflicts , does not shy away from confrontations and takes a stance in all spectrums .
20120032	a partisan design	 takes	  take	a stance in all spectrums	0.79	Fezer pleads for a partisan design that positions itself , locates itself in the conflicts , does not shy away from confrontations and takes a stance in all spectrums .
20120032	a partisan design	 does not shy	  doe not shy	away from confrontations	0.75	Fezer pleads for a partisan design that positions itself , locates itself in the conflicts , does not shy away from confrontations and takes a stance in all spectrums .
20130001	the following article	 focuses	  focus	on interfaces between formations of large groups and their memories After an introduction in concurrent concepts of remembrance	0.27	After an introduction in classical and concurrent concepts of memory and remembrance , the following article focuses on interfaces between formations of large groups and their memories .
20130001	the following article	 focuses	  focus	on interfaces between formations of large groups and their memories After an introduction in concurrent concepts of memory	0.26	After an introduction in classical and concurrent concepts of memory and remembrance , the following article focuses on interfaces between formations of large groups and their memories .
20130001	the following article	 focuses	  focus	on interfaces between formations of large groups and their memories After an introduction in classical concepts of memory	0.25	After an introduction in classical and concurrent concepts of memory and remembrance , the following article focuses on interfaces between formations of large groups and their memories .
20130001	the following article	 focuses	  focus	on interfaces between formations of large groups and their memories After an introduction in classical concepts of remembrance	0.25	After an introduction in classical and concurrent concepts of memory and remembrance , the following article focuses on interfaces between formations of large groups and their memories .
20130002	this article	 addresses	  address	concise interfaces between the constitution of groups and their memory After an introduction to more contemporary concepts of memory	0.50	After an introduction to classical and more contemporary concepts of memory , this article addresses concise interfaces between the constitution of groups and their memory .
20130002	this article	 addresses	  address	concise interfaces between the constitution of groups and their memory After an introduction to classical concepts of memory	0.28	After an introduction to classical and more contemporary concepts of memory , this article addresses concise interfaces between the constitution of groups and their memory .
20130011	Two opposite narratives in the region of Kärnten/ Carinthia in southern Austria	 are presented	  be present	in order	0.98	Two opposite narratives in the region of Kärnten/ Carinthia in southern Austria are presented in order to provide practical examples : an official dominant historical narration and viewpoints of members of the Slovene speaking minority. ``
20130012	This	 is practically illustrated	  be practically illustrate	in the text by two 'diametrically ' opposed narratives in Carinthia	1.00	This is practically illustrated in the text by two 'diametrically ' opposed narratives in Carinthia : the dominant `` official '' historical narrative and the Carinthian Slovene minority 's view of contemporary history .
20130021	Real '' traumata as well as `` chosen traumata	 are being connected	  be be connect		1.00	Real '' traumata as well as `` chosen traumata '' are being connected with transgenerational aspects on intra-familial dynamics .
20130022	these	 are set	  be set	in connection with `` chosen	0.54	After references to the identity of young people belonging to minorities and large group identity , finally , with the inclusion of a multigenerational perspective , intrafamilial conscious and unconscious orders in families of victims of National Socialism are dealt with , whereby these are set in connection with `` chosen '' and real traumas .
20130022	intrafamilial conscious orders in families of victims of National Socialism	 are dealt with	  be deal with	After references to the identity of young people finally	0.42	After references to the identity of young people belonging to minorities and large group identity , finally , with the inclusion of a multigenerational perspective , intrafamilial conscious and unconscious orders in families of victims of National Socialism are dealt with , whereby these are set in connection with `` chosen '' and real traumas .
20130022	young people	 belonging	  belong	to large group identity	0.40	After references to the identity of young people belonging to minorities and large group identity , finally , with the inclusion of a multigenerational perspective , intrafamilial conscious and unconscious orders in families of victims of National Socialism are dealt with , whereby these are set in connection with `` chosen '' and real traumas .
20130022	these	 are set	  be set	in connection with `` real traumas	0.36	After references to the identity of young people belonging to minorities and large group identity , finally , with the inclusion of a multigenerational perspective , intrafamilial conscious and unconscious orders in families of victims of National Socialism are dealt with , whereby these are set in connection with `` chosen '' and real traumas .
