document_id,subject_str,predicate_org,predicate,object_str,text
56423139,jones lecointe,central figure of,central figure of,black panther movement,"After the arrest and departure of Obi Egbuna in 1968 , Jones - LeCointe became a central and leading figure of the British Black Panther Movement ."
62220085,avestimehr,completed,complete,his bachelor 's degree in electrical engineering from sharif university of technology,Avestimehr completed his bachelor 's degree in electrical engineering from Sharif University of Technology in 2003 .
51554188,he,became,become,research director for air force special weapons center in relation to use of nuclear power,"Prickett was then assigned to Kirtland Air Force Base where he became the research director for the Air Force Special Weapons Center , particularly in relation to the use of nuclear power ."
17054160,geim 's achievements,include,include,discovery of method for layers of graphite known as graphene in collaboration at university of manchester,"Geim 's achievements include the discovery of a simple method for isolating single atomic layers of graphite , known as graphene , in collaboration with researchers at the University of Manchester and IMT ."
504988,conan,was in,be in,city on his quest for serpent crown,Conan the Barbarian was also in the city on his quest for the powerful Serpent Crown when he was mistaken by Scarlet Spider for a criminal .
725931,father brown,caught church for,catch church for,nearly 40 years,Terrence T. Prendergast stated that “ for nearly 40 years Father Brown caught the entire church up into the excitement and new possibilities of scriptural scholarship .
53679012,prime minister,rahimtoola,rahimtoola,foreign dignitaries,"Shamsuddin Rahimtoola was also officially gazetted as the Physician to the President , Prime Minister , foreign Dignitaries and associated persons for the period from 1978 onward ."
70631,it,plays role,play role,in attracting foreign researchers to work,It plays an important role in attracting foreign researchers to work in Germany and enabling German researchers to work abroad for a period .
33831779,family,were,be,in 2010 subject of episode of cbc news network documentary connect with mark kelley,"In 2010 , Carroll 's life , work and family were the subject of an episode of the CBC News Network documentary "" Connect with Mark Kelley "" , entitled "" Fighting Huntington 's disease "" ."
25728207,lioy,examined composition in,examine composition in,collaboration with multiple laboratories,"In collaboration with multiple laboratories , Lioy examined the composition and size distribution of the WTC dust in detail for inorganic , organic and ionic species ."
902,elements,have,have,shorter half lives,"No nuclide with an atomic number exceeding 92 ( uranium ) exists on Earth as a primordial nuclide , and heavier elements generally have shorter half - lives ."
59960843,government organization,providing,provide,training to community development organizations,"King served as vice president of the National Training Institute for Community Economic Development , a government organization providing training to community development organizations ."
2385684,he,applied for,apply for,appointment at u.s. naval research laboratory funded by nsf,"As he completed his thesis , he applied for a postdoctoral appointment at the U.S. Naval Research Laboratory funded by NSF , and spent the next 38 years of his life there ."
51065316,she,is fellow of,be fellow of,american college of surgeons,She is a Fellow of both the American College of Surgeons and the Royal College of Physicians and Surgeons of Canada .
13793,he,saying,say,herring,"He appeared in December that year on the Fox Business Network , saying "" [ t ] he CO2 scare is a red herring "" ."
49178121,texas woman,’s university is,’s university be,healthsouth hand,"Budoff currently serves as faculty the Clinical Associate Professor of Orthopaedic Surgery at the University of Texas Health Science Center at Houston Medical School , and also at the Texas Woman ’s University ( HealthSouth Hand Therapy Fellowship Program ) ."
59913199,he,was chosen in,be choose in,1968,"In 1968 , he was chosen as a corresponding member of the National Academy of Sciences ."
3038685,kavita,is known for,be know for,her contribution to philanthropy as former president of global fund for women,Kavita is best known for her contribution to feminist philanthropy as former president and CEO of the Global Fund for Women .
4788479,negroes,are going,be go,to take so much,Negroes are only going to take so much .
51910028,adverse trans boundary,mitigate,mitigate,impacts,It was recommended that modifications be made to the dam design and operating strategy to avoid or mitigate adverse trans - boundary and cumulative impacts .
26937701,he,was,be,president,He was President of the New Zealand Grasslands Association in 1955 .
67790457,he,is director of,be director of,study of health of teachers,"Since 2007 he is director and main researcher of the "" Study of the Health of Teachers "" ( in Spanish : "" Cohorte Esmaestras "" ) project , a long - term project dedicated to the study of the development of chronic diseases in female Mexican teachers ."
2784240,bruce wayne,create,create,back up personality of batman,"In "" Batman R.I.P. "" , a past hallucination induced by Professor Milo 's gas is revealed to have inspired Bruce Wayne to create the ' back - up ' personality of the Batman of Zur - En - Arrh , a more ruthless Batman personality designed to take over in the event of Bruce Wayne being psychologically attacked in such a manner as to render Batman out of action ."
66664199,he,graduated with,graduate with,engineering degree,"In the fall of 1928 , after seven months of required practical work at a steel plant in Krefeld , he entered the Technische Universität Darmstadt , where he graduated in 1935 with a engineering degree ."
55523533,lady evelyn,attended,attend,opening in 1972 including treasures at british museum,"Lady Evelyn attended the opening of the Tutankhamun 50th anniversary celebrations in 1972 , including the Treasures of Tutankhamun exhibition at the British Museum , London , where she was presented to the Queen who was there to open the exhibition ."
104998,he,performing,perform,after published of him launching into expletive laced tirade after earlier interruptions,He incited media furor while performing at the Laugh Factory comedy club in late 2006 after a cell phone video was published of him launching into an expletive - laced racist tirade after earlier interruptions from a group of late - arriving audience members .
25809437,additional applications,include,include,insights in metabolic syndrome,"Additional applications include insights into hyperglycemia in metabolic syndrome and diabetes , and anoxic and ischemic damage caused by heart attack and stroke ."
18974154,fbi,released,release,collection of emails written,"On August 6 , 2008 , the FBI released a collection of emails written by Ivins ."
58755477,she,was,be,appointed,and she was appointed as a Privatdozent at the University of Bern .
1130,he,was instead adherent,be instead adherent,followed by samanids,"He was instead an adherent of the Hanafi school , which was also followed by the Samanids ."
18588727,he,was originally called,be originally call,mr. zero,"He was originally called Mr. Zero in the comics , but the producers of the 1960s "" Batman "" television series renamed him Mr. Freeze and portrayed Batman addressing him as "" Dr. Art Schivel "" , and the name quickly carried over to the comic books ."
29688374,galileo 's discovery,was,be,thus his contribution to two stage transition to full heliocentrism via geo heliocentrism,Galileo 's discovery of the phases of Venus was thus his most empirically practically influential contribution to the two - stage transition from full geocentrism to full heliocentrism via geo - heliocentrism .
53195613,eastman,expressed,express,concern,In 2013 Eastman expressed concern that IDD may be affecting Australian children 's ability to perform at school and reiterated that view in 2016 .
9506,jennerian,ceased,cease,operations,The Jennerian ceased operations in 1809 .
62621548,joshua ogunwole,was,be,in 2021 recognised as fellow of soil science society in her 45th annual conference held,"In 2021 Joshua Ogunwole was recognised as a fellow of Soil science society of Nigeria in her 45th Annual conference held at Bowen University , Iwo Osun State Projects ."
20942188,praise,noted,note,episode,""" Capaldi received overwhelming praise for his performance in "" The Doctor Falls "" with Patrick Mulkern noted the episode as a story dedicated to the character and how he "" stands tall "" , along with Daniel Jackson of the "" Daily Mirror "" highlighting the twelfth Doctor , praising how he "" simply shines "" ."
1788497,limited resolution,was,be,one effects fogging effect of electrons,One of the deleterious effects that limited resolution was the fogging effect of the electrons backscattered from the bulk of the sample .
