document_id,subject_str,predicate_org,predicate,object_str,text
29924740,aim,was explore,be explore,effect on induced apoptosis in ins 1 pancreatic beta cells,"The aim of this study was to explore the effect of cyanidin -3-rutinoside ( C3R ) , a derivative of anthocyanin , on glucotoxicity - induced apoptosis in INS - 1 pancreatic beta cells ."
33471637,notable differences,is in,be in,their clinical manifestations,"Thyrotoxic Periodic Paralysis and Complicated Thyrotoxicosis , Two Presentations of Hyperthyroidism with Notable Differences in their Clinical Manifestations : An Experience from a Tertiary Care Hospital in the United States ."
33880466,specific signature,narrow down,narrow down,strategies,"Here we introduce a systems biology tool , the PHENotype SIMulator , which - by leveraging available transcriptomic and proteomic databases - allows modeling of SARS - CoV - 2 infection in host cells in silico to i ) determine with high sensitivity and specificity ( both > 96 % ) the viral effects on cellular host - immune response , resulting in a specific cellular SARS - CoV - 2 signature and ii ) utilize this specific signature to narrow down promising repurposable therapeutic strategies ."
16256909,regression,using gender female gender as,use gender female gender as,only variable associated,"A multiple logistic regression using gender , body mass index , and IEQ / kg identified female gender as the only notable variable associated with insulin independence ."
28452704,t2rs,contribute to,contribute to,defense,"To determine whether additional T2Rs contribute to this innate defense , we evaluated two other sinonasal T2Rs ( T2R4 and T2R16 ) for regulation of NO production and expression within the human sinonasal cavity ."
30704240,biocatalytic nanomotors,have emerged as,have emerge as,class of active matter,Biocatalytic micro - and nanomotors have emerged as a new class of active matter self - propelled through enzymatic reactions .
33592604,meloxicam,could,could,could administered safely in two doses during open oral challenge in patients with nonsteroidal drug hypersensitivity,Meloxicam and / or Etoricoxib Could Be Administered Safely in Two Equal Doses during an Open Oral Challenge in Patients with Nonsteroidal Anti-Inflammatory Drug Hypersensitivity .
23994321,mutations,were,be,recently shown,"Recently , mutations affecting the non-homologous end joining ( NHEJ ) pathway were shown to increase GT efficiencies following PEG - mediated DNA transfer in P. chrysogenum from 1 % to 50 % ."
8692093,absolute indications,are,be,states caused by production of classes as consequence of shortage of growth factor,Absolute indications for utilization of haematopoietic growth factors are states caused by decreased production of certain classes of blood cells as a consequence of shortage of a growth factor necessary for production of a certain class .
22798518,neuroimaging,regression of,regression of,process,Vision recovered to 6/9 and repeat neuroimaging revealed regression of the inflammatory process .
8443897,patency,was independent predictor of,be independent predictor of,response to antiarrhythmic drug therapy in study population,Patency of the IRA was the only independent predictor of response to antiarrhythmic drug therapy in this study population .
33251267,mediated cell cycle arrest,is,be,essential strategy,Virus - mediated cell cycle arrest is an essential strategy for viral survival and proliferation in the host cells .
10700011,study,cultures of,culture of,rat neurons,"The roles of individual dopamine receptor types in this regard remain unclear , and the present study employed primary cultures of rat striatal neurons to examine the potential modulation of c - fos expression by D ( 3 ) receptors ."
30995174,rt,remains,remain,effective well tolerated adjuvant treatment in high risk stage endometrial carcinomas of histologies,"Pelvic RT alone remains an effective , well - tolerated , and appropriate adjuvant treatment in high - risk early - stage endometrial carcinomas of all histologies ."
25918011,antibody,locks,lock,it,"This antibody is specific to an external epitope on the protein molecule and locks it in a discrete conformation within its activity cycle , presumably providing a structural trigger for the observed internalization phenomenon ."
12836680,performance,was markedly dependent on,be markedly dependent on,type of nuons,The performance and success of an individual nuon was markedly dependent on the type of other nuons in a given cell .
20961068,lakshminine,is recent addition to,be recent addition to,small family of oxoisoaporphine alkaloids,"Lakshminine ( 6 - amino -1-aza-5-methoxy-7H-dibenzo [ de , h ] quinolin -7-one , 1 ) is a recent addition to the small family of oxoisoaporphine alkaloids and a member of an even smaller set bearing an amino group at C - 6 ."
8323945,void space,is regardless,be regardless,state of matrix lipid,"Using deuterated DMPC ( d - DMPC ) and deuterated L - alpha - dipalmitoylphosphatidylcholine ( d - DPPC ) , we have demonstrated that , at 1 atm , there is a void space between the lauroyl chain of Laurdan and the acyl chain of the matrix lipid , regardless of the physical state of the matrix lipid ."
7631303,lp plasma levels,were associated with,be associate with,ischemic events enrolled in study,The aim of the present study was to investigate whether Lp ( a ) plasma levels were associated with subsequent ischemic events and with fibrinolytic variables in patients with established atherosclerotic disease enrolled in the prospective PLAT study .
7829481,mer,is resistant to,be resistant to,proteolysis by chymotrypsin,"The 14 - mer is resistant to proteolysis by chymotrypsin , and none of the three sulfhydryl groups / monomer react with 6 - iodoacetamidofluorescein ."
15340056,clear difference,is in,be in,oxidative dna damage sensitivity between deficient cell lines,These findings not only uncover a clear difference in oxidative DNA damage sensitivity between CSA - and CSB - deficient cell lines and mice but also show that sensitivity to oxidative DNA damage is not a uniform characteristic of Cockayne syndrome .
8161802,fabs to rh rbcs,was,be,demonstrated by flow cytometry by agglutination assay,Binding of recombinant anti-Rh ( D ) Fabs to Rh ( D ) - positive RBCs was demonstrated by flow cytometry and by an agglutination assay .
31678041,potential pitfalls,encountered in,encounter in,workup of bms,OBJECTIVES : The aim of this study was to characterize the diagnostic process that patients with burning mouth syndrome ( BMS ) undergo and to identify the potential pitfalls encountered in the workup and management of BMS .
23507208,we,weaning,wean,them,"We found 2636 articles using this strategy , eventually weaning them down to 25 studies that met our inclusion criteria ."
15659751,lps,is responsible for,be responsible for,activation of human antigen presenting cells,"Not unexpectedly , it is shown here that contaminating LPS , rather than the nucleocapsid structure itself , is responsible for the activation of human antigen - presenting cells ."
15292387,hdl c,represents,represent,important aspect of syndrome,"HDL - C represents an important aspect of the syndrome , yet its role in breast cancer is still undefined ."
21168733,treatment,were,be,predictors,"Treatment , age , and Model for End - Stage Liver Disease score were independent predictors of hospitalizations for hepatic encephalopathy ( P < .05 ) ."
12805768,estrogens,is in,be in,human body,Why would plants make compounds that are able to act as estrogens in the human body ?
30474529,areas,include,include,optimization of rna expression in s. cerevisiae,"Key areas for further research and development include optimization of interfering RNA expression in S. cerevisiae , industrial - sized scaling of recombinant yeast cultures in which interfering RNA molecules are expressed , the development of methods for large - scale drying of yeast that preserve interfering RNA integrity , and identification of encapsulating agents that promote yeast stability in various environmental conditions ."
15688279,case cohort design,study,study,correlations between antibody levels,A case - cohort design was used to study correlations between antibody levels and HIV - 1 incidence .
1719053,tumor,was,be,removed during four years with recurrence on occasion,The tumor was surgically removed four times during the last four years with local recurrence on every occasion .
6262739,isolated guinea pig cortical cells,were incubated with,be incubate with,separated form synthesized,Isolated guinea pig adrenal cortical cells were incubated with the various separated form of mouse tumor cell ACTH and products synthesized from ( 3H ) pregnenolone were analyzed by two - dimensional thin - layer chromatography .
30911820,acute postoperative pain,exacerbates neuroinflammation dysfunction in,exacerbate neuroinflammation dysfunction in,rats,Acute postoperative pain exacerbates neuroinflammation and related delirium - like cognitive dysfunction in rats .
17427029,we,describe,describe,fourth dfna5 mutation,"Here , we describe a fourth DFNA5 mutation : the insertion of a cytosine at nucleotide position 640 ( AF073308 .1 : _ c. 640insC , AAC69324 .1 : _ p. Thr215HisfsX8 ) ."
24885456,esl,inhibited,inhibit,tpa induced transcriptional activation of nuclear factor kappa b,ESL inhibited the TPA - induced transcriptional activation of nuclear factor - kappa B ( NF - kappaB ) .
8515475,human gstmgmt,is shown,be show,effective in repair,"Surprisingly , the human GSTMGMT is shown to be more effective in the repair of longer substrates with the second - order repair rate constants for TATA - Cm6GTATA being 6.16 x 10 ( 6 ) for GSTMGMT , 2.00 x 10 ( 6 ) for MGMT and 0.27 x 10 ( 6 ) M - 1 s - 1 for the E. coli 39 kDa ada protein ."
26861297,finding,suggests,suggest,potential use for targeted therapy,This finding suggests a potential use of these three antibodies for VEGF - targeted therapy .
33752121,we,presented,present,range of ca125,"We also presented the different range of Ca125 , HE4 and ROMA in these three groups ."
18199245,patients,purchased,purchase,suicide rate decreased with number in rather similar way for patients,"Although the rate of suicide was higher during periods when patients purchased anticonvulsants ( 293 suicides per 100,000 person - years ) than during periods with lithium ( 136 suicides per 100,000 person - years ) , the suicide rate decreased with the number of prescriptions in a rather similar way for patients first treated with lithium and patients first treated with anticonvulsants : patients who continued treatment with mood - stabilizing drugs had a decreased rate of suicide compared to patients who purchased mood stabilizers once only [ rate ratio for anticonvulsants = 0.28 , 95 % confidence interval ( CI ) = 0.19 - 0.41 ; rate ratio for lithium = 0.20 , 95 % CI = 0.10 - 0.38 ] ."
30522212,peri-implantitis,is,be,kind of serious complication,Peri-implantitis is a kind of serious complication after tooth implantation .
28057895,role,is in,be in,ga signaling,"To elucidate further the role of PKL in GA signaling and plant development , we studied the genetic interaction between PKL and DELLAs using the hextuple mutant containing pkl and della pentuple ( dP ) mutations ."
25183303,aim,was evaluate,be evaluate,effect on progression of hepatic fibrosis in high fat diet,The aim of the present study was to evaluate the effect of SalA on the pathological progression of hepatic fibrosis in high - fat diet ( HFD ) - fed and streptozotocin ( STZ ) - induced diabetic rats and to clarify the underlying mechanisms .
29212260,reduction,was due,be due,primarily activity as result of reduced abundance,We demonstrate that cellular oxygen consumption was significantly decreased in cisplatin resistant cells and that the reduction was primarily due to reduced mitochondrial activity as a result of reduced mitochondrial abundance .
22639928,small number,reported,report,work related infections,"A small number of staff reported work - related infections , including erysipelas ( 1 ) , giardiasis ( 1 ) and campylobacteriosis ( 1 ) ."
11020287,compounds,were,be,tested toward 5alphar 1 expressed in cho cells resulting in inhibitors with potencies,"All these compounds were tested toward 5alphaR - 1 and 5alphaR - 2 expressed in CHO cells ( CHO 1827 and CHO 1829 , respectively ) resulting in selective inhibitors of the type 1 isoenzyme , with inhibitory potencies ( IC ( 50 ) ) ranging from 7.6 to 9100 nM ."
12372430,mg132,was,be,upon exposure to ultraviolet induced in cells with p53 allele,"In this report , upon exposure of cells to ultraviolet ( UV ) or proteasome inhibitor MG132 , ATF3 protein was induced more efficiently in cells with intact p53 allele than in those with null mutant p53 allele ."
28368002,glycolytic interconversion,is,be,catalysed in pathogenic microorganisms by cofactor independent mutase distinct from mammalian cofactor dependent isozyme,Glycolytic interconversion of phosphoglycerate isomers is catalysed in numerous pathogenic microorganisms by a cofactor - independent mutase ( iPGM ) structurally distinct from the mammalian cofactor - dependent ( dPGM ) isozyme .
22689989,host,is major component of,be major component of,milk,We show that the host Peptidoglycan Recognition Protein ( PGRP - LB ) is expressed only in adults and is a major component of the milk that nourishes the developing progeny .
32874017,paper,throws light on,throw light on,journey of aesthetic surgery to its current presence,This paper throws light on the journey of Indian aesthetic surgery from its infancy to its current presence in the global market as a context of the study .
6389707,it,permits,permit,scale screening of antiviral monoclonal antibodies of antibodies from those responsible,It permits large scale screening of antiviral monoclonal antibodies and differentiation of specific antibodies from those usually responsible for high background reactions in other ELISA techniques .
33482662,roughness,trigger,trigger,interaction for boundary layer control during propulsion,This remarkable difference indicates that local roughness ( introduced through for instance biomimetic shark skin ) may trigger an interaction with relatively large - scale structures in the boundary layer for effective boundary - layer control during unsteady propulsion and maneuvering .
34073576,several groups,diverged from,diverge from,cytokines,"We postulate that several groups have diverged from older existing cytokines such as IL4 from TGFbeta , IL10 from IFN , and IL28 from BCAM ."
25494008,year old patient,taking,take,oral bupropion,"Results : After a period of cocaine and alcohol abstinence , a 42 - year - old patient started taking oral bupropion to relieve the symptoms of cocaine craving ."
27987001,hccs,shunts,shunt,embolic materials migrate into non-tumorous liver through ap,"Although transcatheter arterial chemoembolization is one of the established treatments for hepatocellular carcinoma ( HCC ) , it is difficult to treat HCCs with prominent arterioportal ( AP ) shunts because anticancer drugs and embolic materials migrate into the non-tumorous liver through the AP shunts and may cause liver infarction ."
9547704,analytes,were quantitated by,be quantitate by,uv detection,The analytes were quantitated by UV detection at 348 nm .
10632581,biochemical microscopy analyses immunopurified,led,lead,us,Biochemical and immunoelectron microscopy analyses of various populations of post-Golgi vesicles immunopurified with magnetic beads led us to identify post-Golgi transport vesicles containing both rapsyn and AChR .
25307742,induction,increasing lipogenesis,increase lipogenesis,repression of glucokinase,"Liver - specific ablation of three FoxOs ( L - FoxO1 ,3,4 ) prevents the induction of glucose -6-phosphatase and the repression of glucokinase during fasting , thus increasing lipogenesis at the expense of glucose production ."
34120545,radiation induced hepatotoxicity,was demonstrated biochemically by,be demonstrate biochemically by,changes,Ionizing radiation induced hepatotoxicity was demonstrated biochemically by significant changes in oxidative and antioxidant parameters .
