document_id,subject_str,predicate_org,predicate,object_str,text
8077,work,reflects,reflect,general consensus on objectives of policy,Recent work on the design of monetary policy reflects a general consensus on the appropriate objectives of monetary policy .
8522,three main empirical circulation modes,expected,expect,to robust,"Three main empirical circulation modes emerge , simultaneously constrained by both geomagnetic field models and expected to be robust against the particular a priori used to build them ( large scale QG dynamics ) ."
4247,it,remains in,remain in,developing tropical subtropical cities,"Background : The relationship between temperature and mortality has been found to be U - , V - , or J - shaped in developed temperate countries ; however , in developing tropical / subtropical cities , it remains unclear.Objectives : Our goal was to investigate the relationship between temperature and mortality in Hue , a subtropical city in Viet Nam.Design : We collected daily mortality data from the Vietnamese A6 mortality reporting system for 6,214 deceased persons between 2009 and 2013 ."
3228,it,determine,determine,schemes of campaigning discourse,It seeks to determine underlying schemes of international campaigning discourse and analyzes how these predicate and complicate Egyptian postcolonial activism .
3753,current study,assessed ability given,assess ability give,potential for drug delivery result in more efficacious locoregional control,"Given the potential for targeted drug delivery to result in more efficacious locoregional control with less morbidity , the current study assessed the ability of drug - loaded polymeric expansile nanoparticles ( eNP ) to migrate from the site of tumor to regional lymph nodes , locally deliver a chemotherapeutic payload , and prevent primary tumor growth as well as lymph node metastases ."
7830,carbon values,are,be,in following co2 emissions compared for eight scenarios,"In the following , energy related CO2 emissions , corresponding carbon values and energy system costs are compared for eight different scenarios ."
5978,individuals,giving access close,give access close,chamber,Registration enables named individuals to receive day passes giving access to three rooms close to the chamber in the National Assembly where they can mix with the deputies .
2454,law,areas of are,area of be,need of reaffirmation on basis of existing fundamental principles,"This need was reflected in Resolution VII of the 25th International Conference of the Red Cross , which noted that "" some areas of international humanitarian law relating to sea warfare are in need of reaffirmation and clarification on the basis of existing fundamental principles of international humanitarian law "" and therefore appealed to "" governments to co-ordinate their efforts in appropriate fora in order to review the necessity and the possibility of updating the relevant texts of international humanitarian law relating to sea warfare "" ."
5624,findings,moreover are consistent with,moreover be consistent with,increasing returns,"Moreover , at the national level , findings are consistent with increasing returns to skill ."
510,their related penalties,are,be,distinguishable,Criminal offences and their related penalties are clearly distinguishable from civil wrongs and their associated ( civil ) sanctions .
9990,number,second are going,second be go,many migrating to unstable countries as part of labor force,"Second , an increasing number of Chinese citizens are going abroad , with many migrating to politically unstable countries as part of an exported labor force or in search of financial gain ."
8922,remarks questions,followed by,follow by,republicans key posts,"The remarkable positive remarks from Trump concerning Putin , followed by putting pro-Putin Republicans in key posts of his administration , raise questions about Trump administration relations and connections to Russia ."
3985,trials,are needed due,be need due,methodological shortcomings of previous studies,"Due to methodological shortcomings of previous studies , however , well - controlled trials are needed to investigate the efficacy of weight loss strategies to improve asthma control in obese individuals ."
5119,reported actions,promote governance through,promote governance through,data,It is possible to assess reported actions to promote municipal governance through official data .
4842,as it poets,often challenged,often challenge,conventional critiques of stances of poetries,"This aestheticization of daily life is furthermore related to the political unrest of the 70s in Portugal , as it poets often challenged conventional critiques of the self - reflexive and self - representational stances of avant - garde poetries ."
5088,lower productivity,belong to,belong to,medical organizations,"Women have also been shown to have lower productivity and lower income than male physicians , to choose urban locations more frequently , to prefer salaried and institutional settings more often , to serve different types of patients , and to belong to medical organizations less frequently ."
8107,participation,affect,affect,economic inequality,"Arguing that we know more about how economic inequality affects political participation than we do about how participation and voice ( for greater civic and political equity , for example ) affect economic inequality , he describes on going work to identify participatory practices that offer some precedents for linking strategies for narrowing political and economic gaps from below ."
8294,graphs,quick reference for,quick reference for,total understanding,"Succinct explanations of terms and concepts help you better grasp ETP anatomy , mechanics and practices , while examples , charts and graphs provide quick visual reference for total understanding ."
2301,we,consider,consider,problem of sufficient conditions for support of liberal policy in quality ladders model,"URL des Documents de travail : http://centredeconomiesorbonne.univ-paris1.fr/bandeau-haut/documents-de-travail/ ; Documents de travail du Centre d'Economie de la Sorbonne 2013.50 - ISSN : 1955 - 611X ; We consider the problem of finding sufficient conditions for political support of liberal , growth - enhancing policy in a quality - ladders model with heterogeneous agents differing in their endowment of wealth and skills ."
6955,incentives,are,be,how affected,"Firstly , a conceptual analysis examines how the incentives of the different market agents are affected ."
8276,discussions,emphasis of been,emphasis of be,far has formal relations,"First , the emphasis of discussions so far has been on formal budgetary relations , particularly the distributive pattern of revenue collection ."
4874,first section,introduces,introduce,evolution,"The first section briefly introduces the evolution of Taiwan 's financial policies during different stages of development , giving primary focus to her efforts at financial liberalization starting in the 1980s ."
2525,efforts,incorporate techniques into,incorporate technique into,overall network,"In addition to these new methodologies , efforts are continuing to incorporate existing techniques into an overall network ."
4811,thesis,analyzes causes by,analyze cause by,drawing on main debates within literature on causes,This thesis analyzes the causes behind Boko Haram 's operations by drawing on the main debates within the literature on causes of insurgency in Africa .
2494,findings,are consistent,be consistent,as we discuss in model of migration choice under imperfect information,"As we discuss in a stylized model of migration choice under imperfect information , these findings are consistent with Indonesia citizens over-estimating the net gains from internal migration ."
2034,web,has,have,within realm of politics has essential for left since 1990s for diffusion,"For example , within the realm of politics the web has been essential for the extreme left and right since the mid 1990s ( as a platform for discussion and mobilisation as well as for the diffusion of political ideas ) ."
2626,der mitgliedschaft italiens,is in,be in,der eu und nato,"Wie der Autor zeigt , hangt diese von mehreren Faktoren ab : der fragilen Komposition der italienischen Koalitionsregierungen , der Mitgliedschaft Italiens in der EU und NATO , der Politik des Vatikan und der amerikanischen Auenpolitik ."
2331,researchers,interviewed based,interview base,research conducted,"Based on comprehensive research conducted in the late 1990s , researchers interviewed and observed low - income families across the state , as well as welfare workers and administrators ."
6557,founding fathers,built,build,their project,The founding fathers of the EU - men such as Jean Monnet and Robert Schuman - built their project around a brilliant and simple proposition .
2688,i,argue in,argue in,rejoinder to friedrich kratochwil 's plea for approach to theory building,"In this short rejoinder to Friedrich Kratochwil 's plea for a pragmatic approach to theory building , I argue that , despite his claims to the contrary , his position essentially rests on a curious form of foundationalism and relativism ."
3708,we,examine,examine,development wilson 's thinking about presidency,The emphasis may well be on domestic policy in view of the greater attention that has been given to Wilson 's role in war and peace.First we must examine the prior development of Wilson 's thinking about the presidency .
2212,light urban suit,is with,be with,hand written inscriptions,Indoor head and shoulder shot of a man in a light urban suit with hand - written inscriptions and autograph in Japanese .
3193,we,examine behavior,examine behavior,as events unfold,We examine the behavior of prices as events unfold in a baseball game .
8899,they,are,be,distinguished in specific context with stronger rights practices,"Rather , they are distinguished in terms of their forward - looking tactical compatibility , in a specific historical context , with stronger human rights practices ."
9770,politicians,hailed rise in,hail rise in,midst of vast cultural shifts,""" In the midst of vast cultural and political shifts in the early twentieth century , politicians and cultural observers variously hailed and decried the rise of the "" new Negro ."
9853,sociological studies,were,be,scarce,"Sociological studies , cultural studies and governance studies were scarce in the transport and mobility domains ."
6179,terrorists,are,be,more patient players in game,"Key results include the following : The government initiates targeted killings when the marginal number of Israeli civilian lives saved from prevented terror attacks exceeds the marginal number of Palestinian civilian lives lost in such `` hits '' ; targeted killings are not employed if they are either ineffective or extremely effective at thwarting terror ( since terrorists will not induce their use ) ; even after accounting for downstream terror attacks motivated by prior targeted killings , a civilian casualtyminimizing government can optimally order targeted killings over time ; and low - level cycles of violence can occur when the government is more patient than the terrorists , but higher , stable levels of violence result when the terrorists are the more patient players in the game ."
6362,directed,uses,use,protest of 2011,"Directed by a Gramscian approach , this research uses the Israeli ' social protest ' of 2011 as a case study ."
5260,campaign,change,change,position,"The Conservative lead entering the election was narrow on many key criteria , and the campaign failed to change this position ."
343,blm 's use,be,be,understood as strategy for conflict containment as substantive policy change in lands oil development,"The findings indicate that the BLM 's use of adaptive management can be understood as a strategy for conflict containment , rather than as a substantive policy change in public lands oil and gas development ."
6606,new data,reevaluate,reevaluate,spatial theories of candidate competition,The new data are then used to reevaluate spatial theories of candidate competition .
